date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF
2016-03-20,5,31,18,9,15,43,14,31,18,23,33,49,27,6,31,6,0,0,0,9,50,63,39,43,28,22,26,17,47,26,36,0,0,0,0,0,48
2016-03-27,6,25,75,21,14,41,14,44,13,26,37,38,30,3,21,10,61,0,0,13,51,29,33,28,34,84,25,34,51,51,35,0,0,0,58,0,0
2016-04-03,6,26,40,10,9,50,14,37,9,26,39,82,22,4,28,12,0,0,0,14,45,36,45,31,47,44,17,31,27,25,0,0,0,0,77,0,0
2016-04-10,7,20,63,12,9,56,27,45,29,29,31,53,44,3,35,7,0,0,0,18,59,51,33,21,47,31,31,26,51,25,0,0,75,0,0,0,71
2016-04-17,5,18,57,9,11,58,27,45,18,24,39,62,0,6,30,8,0,0,0,13,60,40,15,0,34,39,17,17,38,30,0,0,0,0,59,0,35
2016-04-24,5,20,51,10,13,43,7,28,9,14,52,38,50,4,18,9,0,0,0,10,46,47,40,41,37,39,37,32,45,32,0,0,0,0,0,0,35
2016-05-01,4,31,52,16,12,50,12,31,9,20,21,67,17,4,24,12,0,0,0,14,62,55,28,36,43,12,17,36,35,30,0,0,0,0,0,0,36
2016-05-08,6,23,69,13,11,43,13,52,25,25,32,48,15,2,21,5,0,0,0,13,46,30,44,21,13,31,34,29,46,25,0,0,0,0,0,0,35
2016-05-15,7,23,45,15,13,42,27,19,20,33,55,26,29,3,29,7,0,0,0,12,43,25,55,21,27,57,34,26,40,16,0,0,0,0,0,0,0
2016-05-22,7,26,37,21,13,51,10,18,11,24,34,53,15,3,29,10,0,0,0,15,41,40,31,21,34,27,30,23,44,34,47,0,0,0,0,0,0
2016-05-29,7,23,18,17,24,58,13,29,21,31,43,34,15,3,28,8,0,0,0,16,41,34,31,37,27,40,25,27,63,20,0,0,0,0,0,0,36
2016-06-05,9,22,35,15,10,34,17,38,16,32,27,63,17,2,29,9,0,33,0,19,42,37,53,0,24,30,38,17,46,22,0,0,0,0,0,0,35
2016-06-12,6,22,48,14,19,30,9,26,23,20,25,48,15,2,29,18,0,23,0,14,51,55,23,31,12,44,50,31,59,34,0,0,0,0,0,0,0
2016-06-19,14,27,59,16,25,68,9,36,16,40,65,69,20,5,76,100,0,23,0,17,59,64,39,31,52,18,30,34,68,27,36,0,0,0,0,0,0
2016-06-26,11,25,53,40,33,46,22,35,23,31,51,40,45,4,58,58,0,40,0,17,56,60,51,31,63,32,38,39,61,38,73,0,0,0,0,0,0
2016-07-03,8,14,56,27,22,53,25,25,10,25,26,36,22,2,43,36,0,33,0,12,41,27,36,0,37,13,53,18,47,35,51,0,82,0,0,0,57
2016-07-10,4,48,36,13,17,36,21,22,14,30,31,40,36,3,32,19,0,24,0,11,38,73,41,25,32,29,18,30,54,34,0,0,0,0,0,0,56
2016-07-17,5,96,56,16,14,29,19,25,15,26,34,52,0,1,28,16,0,24,0,10,50,43,33,26,33,30,37,21,43,35,0,0,0,0,0,0,51
2016-07-24,7,26,49,10,11,35,25,27,7,31,31,26,21,2,17,11,0,32,0,10,49,58,35,67,45,19,18,15,57,27,37,0,0,0,0,0,0
2016-07-31,5,27,43,8,14,47,15,32,24,41,17,36,35,2,29,13,0,24,0,12,44,39,17,30,18,48,42,23,38,16,0,0,0,0,83,0,51
2016-08-07,6,25,35,8,11,30,11,23,22,39,29,37,18,2,19,6,0,0,0,10,40,44,48,23,38,39,19,32,33,0,39,0,0,0,0,0,39
2016-08-14,7,21,20,19,8,25,15,22,23,26,36,23,17,3,20,13,69,0,0,13,37,46,31,0,35,20,19,14,52,17,0,0,0,0,0,0,40
2016-08-21,6,17,25,15,10,31,9,30,29,44,23,42,22,2,29,8,0,0,0,15,45,48,84,39,22,27,46,21,50,27,0,0,0,0,64,0,38
2016-08-28,7,19,66,11,17,46,20,31,28,42,41,30,15,3,21,9,0,63,0,12,46,61,40,65,25,22,41,12,45,28,0,91,0,0,0,0,0
2016-09-04,6,18,67,12,13,35,12,16,26,36,25,40,15,3,22,6,0,48,0,12,43,61,35,59,18,13,0,18,48,15,0,0,0,0,0,0,0
2016-09-11,13,13,48,7,12,36,15,23,16,27,38,35,15,2,18,10,0,0,0,9,51,76,80,29,29,12,19,37,31,22,49,0,0,0,0,0,0
2016-09-18,13,17,71,10,11,41,19,9,25,29,27,54,15,1,23,7,0,23,0,9,51,64,23,21,10,14,0,20,44,22,0,0,0,0,0,0,0
2016-09-25,19,25,35,11,7,36,13,13,14,23,40,29,15,2,23,8,0,23,0,12,52,67,79,31,28,12,26,12,55,34,36,0,0,0,0,0,0
2016-10-02,8,21,52,16,10,41,21,22,0,20,37,44,17,2,31,34,0,23,0,11,37,88,28,24,42,12,17,17,32,25,35,0,0,0,0,0,36
2016-10-09,17,26,27,28,20,53,17,20,21,33,40,59,28,2,20,20,62,0,0,13,44,30,39,22,42,37,20,22,52,15,72,0,0,0,0,0,73
2016-10-16,14,23,23,29,22,44,12,35,27,27,42,30,15,2,30,16,0,23,0,13,46,33,17,32,24,18,26,19,27,43,0,0,0,0,59,0,36
2016-10-23,11,18,32,38,22,31,15,30,11,23,29,19,26,2,28,13,0,0,0,19,54,37,50,21,21,24,17,19,43,49,0,0,0,0,59,0,0
2016-10-30,22,27,48,22,22,24,9,34,11,36,34,31,17,2,24,16,0,0,0,18,43,48,45,24,22,12,17,15,41,34,36,0,0,0,0,0,36
2016-11-06,100,47,45,38,33,100,16,65,20,46,59,71,29,4,87,32,68,22,0,20,89,86,81,45,20,26,0,56,79,100,0,0,0,0,0,62,0
2016-11-13,26,51,46,47,43,44,18,37,29,26,100,63,25,5,49,13,81,0,0,20,51,55,61,38,27,35,39,31,67,38,47,0,0,0,0,0,0
2016-11-20,12,43,51,29,38,50,18,19,13,33,65,52,33,2,43,9,80,0,0,16,43,40,49,21,37,22,24,28,58,19,0,0,0,0,0,0,35
2016-11-27,12,56,39,12,28,44,15,28,24,33,60,74,38,3,35,10,58,25,0,16,50,92,53,0,33,17,19,16,28,38,0,0,0,0,0,0,34
2016-12-04,11,74,76,43,94,36,10,32,8,33,49,54,38,3,49,13,0,39,0,15,44,52,68,43,19,37,28,32,38,20,0,0,0,0,0,0,0
2016-12-11,11,59,44,19,41,53,26,28,30,25,78,46,22,3,56,9,0,22,0,18,56,46,70,40,18,42,17,26,52,57,0,0,0,0,0,0,0
2016-12-18,9,36,41,27,30,44,22,22,18,17,54,34,15,4,46,7,0,23,0,13,39,28,80,22,24,18,45,30,58,39,36,0,0,0,61,0,0
2016-12-25,6,25,24,25,34,33,18,15,21,22,30,56,21,2,28,9,0,24,0,12,43,46,99,25,10,37,31,13,54,31,37,0,0,0,0,0,0
2017-01-01,21,41,46,51,31,51,14,19,22,23,42,53,15,2,32,10,0,30,0,11,43,41,66,23,27,39,37,10,46,42,0,0,0,0,0,0,35
2017-01-08,23,100,42,37,24,37,8,29,43,25,59,32,19,3,34,15,76,21,0,12,45,52,52,0,35,26,22,25,48,46,0,0,0,0,0,0,33
2017-01-15,21,56,38,14,21,45,17,29,25,22,34,22,19,2,30,22,0,0,0,12,50,48,88,29,25,16,48,18,55,25,0,0,0,0,0,59,33
2017-01-22,30,60,27,12,15,53,13,17,26,23,24,36,20,2,26,12,56,21,0,15,53,38,52,19,41,25,41,20,38,28,0,0,0,0,0,100,0
2017-01-29,18,58,58,8,12,41,18,18,21,28,43,26,24,2,36,17,74,24,0,14,45,25,87,38,12,24,16,33,42,20,0,0,0,0,0,0,0
2017-02-05,17,44,44,17,11,43,20,12,23,23,41,31,14,3,29,9,55,41,0,14,44,67,92,35,22,20,18,17,37,34,0,0,0,0,0,0,33
2017-02-12,14,32,47,12,8,34,28,27,26,43,52,31,15,3,26,11,0,20,0,11,39,33,45,0,18,38,18,24,27,29,0,0,0,0,0,0,0
2017-02-19,17,33,42,15,10,29,21,28,23,34,29,36,27,2,22,10,0,0,0,14,39,32,51,39,39,22,40,35,42,50,0,0,0,0,0,0,0
2017-02-26,14,41,73,12,11,38,19,18,30,28,20,35,13,2,26,12,0,0,0,14,68,33,65,22,21,32,35,26,51,23,0,0,0,0,0,0,0
2017-03-05,13,30,63,9,10,30,12,28,24,29,35,26,20,2,27,9,72,0,0,11,58,59,84,19,43,11,39,15,41,24,0,0,0,0,0,0,0
2017-03-12,14,38,52,15,15,44,15,28,18,29,47,24,0,2,34,10,0,0,0,10,46,30,69,19,31,24,15,15,29,27,0,0,0,0,0,0,0
2017-03-19,12,30,26,11,11,41,15,22,19,34,38,26,14,4,21,10,0,28,0,13,43,46,71,19,12,16,27,24,47,25,0,0,0,0,0,0,0
2017-03-26,12,31,53,12,13,44,19,26,19,100,41,49,39,2,32,13,0,24,0,15,38,44,51,33,28,16,42,26,40,20,0,0,0,0,0,0,0
2017-04-02,12,30,37,8,12,43,14,29,12,93,39,21,65,3,24,11,0,21,0,17,42,34,77,33,25,19,16,24,35,34,0,0,0,0,0,0,33
2017-04-09,9,38,44,10,9,37,10,23,17,49,25,23,41,2,23,8,0,43,0,13,38,31,47,35,26,17,32,20,59,20,38,0,0,0,0,0,0
2017-04-16,10,56,44,6,8,34,19,22,15,38,17,31,37,2,28,11,0,28,0,12,44,44,51,39,31,19,21,12,32,18,33,0,0,0,0,0,0
2017-04-23,17,40,42,9,8,47,20,23,29,31,55,44,14,2,42,9,55,0,0,11,74,50,51,28,40,20,34,24,66,15,0,0,0,0,0,0,0
2017-04-30,8,36,27,4,9,34,22,18,19,29,22,32,16,2,36,9,0,0,0,12,68,33,62,20,17,32,35,18,20,35,0,0,0,0,0,0,33
2017-05-07,11,30,48,8,9,38,30,19,20,22,41,44,27,2,25,8,0,0,0,10,53,42,81,33,13,20,23,29,49,39,0,0,0,0,0,0,33
2017-05-14,9,36,34,7,8,39,22,95,28,24,51,66,25,3,37,9,79,22,0,19,57,36,87,30,43,30,19,19,42,21,34,0,74,0,0,0,34
2017-05-21,11,34,68,7,11,39,22,42,24,38,60,62,17,1,35,9,0,22,0,20,40,47,82,21,23,20,26,24,37,29,0,0,0,0,0,0,0
2017-05-28,9,30,34,21,13,26,18,28,24,41,21,33,27,2,34,8,0,0,70,18,40,32,60,24,26,22,45,31,13,32,0,0,0,0,0,0,0
2017-06-04,12,36,39,13,10,18,21,32,17,28,33,28,29,2,36,19,0,0,0,16,37,39,64,20,29,58,30,28,21,26,0,0,0,0,0,0,0
2017-06-11,13,33,39,5,10,40,25,31,22,37,34,65,15,2,25,11,0,0,0,13,69,40,49,35,65,18,17,12,26,32,0,0,0,0,0,0,46
2017-06-18,11,28,77,7,11,31,22,28,13,33,25,37,28,3,25,9,0,0,0,12,39,49,25,23,29,20,50,12,44,21,67,0,0,0,0,0,0
2017-06-25,12,16,57,12,10,35,26,31,22,28,34,43,27,2,43,9,0,30,0,13,58,48,22,38,27,35,29,17,22,22,0,0,0,0,0,0,0
2017-07-02,8,36,52,5,12,38,14,29,25,26,53,24,15,2,32,9,0,46,0,11,52,30,61,62,24,18,23,27,33,45,0,0,0,0,59,0,0
2017-07-09,10,21,46,5,9,40,27,31,18,31,29,53,44,3,21,10,0,60,0,14,65,40,52,84,34,12,34,17,32,15,0,0,0,0,0,0,40
2017-07-16,10,26,40,4,11,40,21,24,29,31,53,92,42,3,25,10,0,34,0,13,56,44,56,38,37,25,37,24,22,27,47,0,76,0,0,0,0
2017-07-23,11,26,68,6,13,44,22,27,31,23,44,80,21,4,43,9,68,22,0,23,78,40,81,52,40,20,25,26,37,22,39,0,0,0,0,0,0
2017-07-30,7,21,89,5,11,30,25,33,28,34,48,97,47,2,34,8,58,0,0,18,65,48,75,29,16,33,25,32,31,28,0,0,0,0,0,0,34
2017-08-06,9,22,71,16,14,24,30,25,15,52,40,55,16,1,40,5,0,0,0,16,45,35,68,30,29,13,19,18,38,32,0,0,0,0,0,0,45
2017-08-13,8,14,56,9,8,34,24,23,9,25,32,29,26,1,36,8,0,0,0,14,42,19,54,52,63,34,58,21,31,21,0,86,97,0,0,0,0
2017-08-20,10,22,69,11,10,25,14,32,13,22,28,32,28,2,18,10,58,0,0,12,48,32,42,20,19,17,16,39,31,16,0,0,0,0,0,61,0
2017-08-27,7,19,50,14,12,28,25,25,19,29,38,42,28,1,43,12,0,21,0,16,51,31,33,50,33,21,19,34,31,56,0,0,0,0,0,0,68
2017-09-03,6,23,60,10,20,41,25,17,17,23,32,59,28,2,40,8,0,64,0,16,82,38,58,60,39,21,32,21,38,26,33,0,0,0,0,0,0
2017-09-10,6,29,38,9,19,26,16,23,17,25,37,59,15,3,34,13,0,24,0,12,50,24,57,45,35,21,16,11,40,24,33,0,0,0,0,0,0
2017-09-17,8,28,51,12,12,36,27,19,11,30,32,54,24,2,27,15,0,28,0,15,49,47,42,21,32,41,18,20,23,35,0,0,0,0,0,0,0
2017-09-24,9,32,54,6,14,37,23,29,12,26,57,63,0,2,38,15,57,0,0,13,55,38,41,36,51,19,16,25,28,45,0,0,0,0,0,0,0
2017-10-01,8,24,21,7,8,25,20,13,15,28,42,28,19,2,32,10,0,24,0,15,45,28,77,29,20,34,45,11,30,41,0,0,70,0,0,0,0
2017-10-08,12,62,43,11,9,33,29,12,16,28,30,37,27,1,20,10,56,21,0,15,38,48,41,45,28,20,17,20,25,14,33,0,0,0,0,0,0
2017-10-15,15,26,75,6,8,27,25,17,12,29,27,40,21,2,32,9,0,0,0,12,40,34,46,22,44,32,23,21,48,16,0,0,0,0,0,0,0
2017-10-22,12,50,69,8,10,36,20,32,11,40,31,53,30,2,34,9,0,21,0,18,49,64,61,19,28,32,18,22,34,15,55,0,0,0,0,0,44
2017-10-29,12,41,36,5,6,23,11,19,21,37,34,27,23,3,31,8,0,0,0,15,58,40,30,29,34,50,40,22,35,18,37,0,0,0,0,0,32
2017-11-05,7,38,35,9,8,28,19,19,8,31,59,52,23,2,34,7,0,0,0,17,47,33,60,43,24,36,45,37,36,24,0,0,0,0,0,0,42
2017-11-12,8,36,32,7,7,22,18,14,16,39,47,22,0,3,32,10,0,20,0,13,43,29,30,38,46,11,22,36,51,20,0,0,0,0,53,0,0
2017-11-19,7,57,50,6,9,30,18,9,16,40,38,39,15,2,29,7,55,0,0,16,37,36,45,28,37,11,22,22,39,27,42,0,0,0,0,0,0
2017-11-26,12,48,97,5,20,35,28,36,58,48,51,77,48,4,70,11,0,34,0,15,63,26,39,41,33,74,26,30,36,38,42,0,0,0,0,0,0
2017-12-03,10,42,78,5,17,36,28,37,100,42,36,70,15,4,100,20,0,30,0,13,67,43,32,42,29,100,28,48,49,13,46,0,0,0,71,0,64
2017-12-10,11,43,62,8,18,30,19,30,26,45,54,61,34,3,92,14,0,23,0,10,48,43,100,33,37,28,18,50,34,53,0,0,0,0,0,0,0
2017-12-17,14,34,86,6,4,25,16,26,27,93,62,72,36,2,84,14,0,21,0,15,51,41,88,36,25,45,35,38,33,71,33,0,0,0,0,0,0
2017-12-24,17,35,64,12,10,28,22,27,18,55,50,68,16,2,44,8,0,26,0,9,52,14,56,84,17,35,0,22,30,37,40,0,0,0,0,0,35
2017-12-31,9,12,79,0,18,33,52,12,46,45,39,90,56,3,38,5,0,0,0,8,30,51,76,80,0,0,0,100,74,0,0,0,0,0,0,0,0
