model,description,metric,metric_code,value,link
SSE-AD-5185475,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/private/details/Nissan-370Z-2017/SSE-AD-5185475/?gts=SSE-AD-5185475&gtssaleid=SSE-AD-5185475&rankingType=Spotlight
SSE-AD-5141878,370Z - 2016 Nissan 370Z Z34 Manual,price,price,38500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5141878/?Cr=327
SSE-AD-5141878,370Z - 2016 Nissan 370Z Z34 Manual,milage,milage,19500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5141878/?Cr=327
SSE-AD-5141878,370Z - 2016 Nissan 370Z Z34 Manual,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5141878/?Cr=327
SSE-AD-5128779,370Z - 2013 Nissan 370Z Z34 Auto,price,price,35500,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5128779/?Cr=131
SSE-AD-5128779,370Z - 2013 Nissan 370Z Z34 Auto,milage,milage,17000,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5128779/?Cr=131
SSE-AD-5128779,370Z - 2013 Nissan 370Z Z34 Auto,age,age,5,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5128779/?Cr=131
SSE-AD-5075046,350Z - 2008 Nissan 350Z Touring Z33 Auto,price,price,22000,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5075046/?Cr=87
SSE-AD-5075046,350Z - 2008 Nissan 350Z Touring Z33 Auto,milage,milage,54670,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5075046/?Cr=87
SSE-AD-5075046,350Z - 2008 Nissan 350Z Touring Z33 Auto,age,age,10,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5075046/?Cr=87
SSE-AD-4680681,370Z - 2014 Nissan 370Z Z34 Auto,price,price,30000,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-4680681/?Cr=95
SSE-AD-4680681,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,51000,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-4680681/?Cr=95
SSE-AD-4680681,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-4680681/?Cr=95
OAG-AD-15374306,370Z - 2013 Nissan 370Z Z34 Manual,price,price,30990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15374306/?Cr=120
OAG-AD-15374306,370Z - 2013 Nissan 370Z Z34 Manual,milage,milage,40331,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15374306/?Cr=120
OAG-AD-15374306,370Z - 2013 Nissan 370Z Z34 Manual,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15374306/?Cr=120
SSE-AD-5227032,370Z - 2016 Nissan 370Z Z34 Manual,price,price,41750,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5227032/?Cr=77
SSE-AD-5227032,370Z - 2016 Nissan 370Z Z34 Manual,milage,milage,4920,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5227032/?Cr=77
SSE-AD-5227032,370Z - 2016 Nissan 370Z Z34 Manual,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5227032/?Cr=77
SSE-AD-4975481,370Z - 2010 Nissan 370Z Z34 Manual,price,price,24500,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4975481/?Cr=431
SSE-AD-4975481,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,55348,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4975481/?Cr=431
SSE-AD-4975481,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4975481/?Cr=431
SSE-AD-5001349,370Z - 2016 Nissan 370Z Z34 Auto,price,price,39750,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5001349/?Cr=353
SSE-AD-5001349,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,15000,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5001349/?Cr=353
SSE-AD-5001349,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5001349/?Cr=353
SSE-AD-5175679,350Z - 2004 Nissan 350Z Z33 Auto,price,price,14500,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5175679/?Cr=403
SSE-AD-5175679,350Z - 2004 Nissan 350Z Z33 Auto,milage,milage,70000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5175679/?Cr=403
SSE-AD-5175679,350Z - 2004 Nissan 350Z Z33 Auto,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5175679/?Cr=403
SSE-AD-5066876,370Z - 2013 Nissan 370Z Z34 Auto,price,price,33999,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5066876/?Cr=400
SSE-AD-5066876,370Z - 2013 Nissan 370Z Z34 Auto,milage,milage,26000,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5066876/?Cr=400
SSE-AD-5066876,370Z - 2013 Nissan 370Z Z34 Auto,age,age,5,https://www.carsales.com.au/private/details/Nissan-370Z-2013/SSE-AD-5066876/?Cr=400
SSE-AD-4643146,370Z - 2012 Nissan 370Z Z34 Manual,price,price,27990,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4643146/?Cr=75
SSE-AD-4643146,370Z - 2012 Nissan 370Z Z34 Manual,milage,milage,49999,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4643146/?Cr=75
SSE-AD-4643146,370Z - 2012 Nissan 370Z Z34 Manual,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4643146/?Cr=75
SSE-AD-5149525,370Z - 2016 Nissan 370Z Z34 Auto,price,price,39990,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5149525/?Cr=50
SSE-AD-5149525,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,14100,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5149525/?Cr=50
SSE-AD-5149525,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5149525/?Cr=50
SSE-AD-5024450,370Z - 2009 Nissan 370Z Z34 Auto,price,price,26900,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5024450/?Cr=184
SSE-AD-5024450,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,38500,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5024450/?Cr=184
SSE-AD-5024450,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5024450/?Cr=184
OAG-AD-15471277,370Z - 2014 Nissan 370Z Z34 Auto,price,price,34875,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15471277/?Cr=14
OAG-AD-15471277,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,28250,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15471277/?Cr=14
OAG-AD-15471277,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15471277/?Cr=14
SSE-AD-4640687,370Z - 2009 Nissan 370Z Z34 Manual,price,price,25000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4640687/?Cr=404
SSE-AD-4640687,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,48000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4640687/?Cr=404
SSE-AD-4640687,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4640687/?Cr=404
SSE-AD-5200106,370Z - 2016 Nissan 370Z Z34 Auto,price,price,40990,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5200106/?Cr=249
SSE-AD-5200106,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,9880,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5200106/?Cr=249
SSE-AD-5200106,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5200106/?Cr=249
OAG-AD-15441899,370Z - 2014 Nissan 370Z Z34 Auto,price,price,35989,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15441899/?Cr=204
OAG-AD-15441899,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,23000,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15441899/?Cr=204
OAG-AD-15441899,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15441899/?Cr=204
SSE-AD-5046868,370Z - 2011 Nissan 370Z Z34 Manual,price,price,27400,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5046868/?Cr=372
SSE-AD-5046868,370Z - 2011 Nissan 370Z Z34 Manual,milage,milage,48000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5046868/?Cr=372
SSE-AD-5046868,370Z - 2011 Nissan 370Z Z34 Manual,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5046868/?Cr=372
SSE-AD-5108920,350Z - 2005 Nissan 350Z Touring Z33 Manual,price,price,18000,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5108920/?Cr=435
SSE-AD-5108920,350Z - 2005 Nissan 350Z Touring Z33 Manual,milage,milage,60000,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5108920/?Cr=435
SSE-AD-5108920,350Z - 2005 Nissan 350Z Touring Z33 Manual,age,age,13,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5108920/?Cr=435
SSE-AD-5135122,370Z - 2014 Nissan 370Z Z34 Auto,price,price,34499,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5135122/?Cr=293
SSE-AD-5135122,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,31000,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5135122/?Cr=293
SSE-AD-5135122,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5135122/?Cr=293
OAG-AD-15468925,370Z - 2010 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15468925/?Cr=5
OAG-AD-15468925,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,30091,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15468925/?Cr=5
OAG-AD-15468925,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15468925/?Cr=5
SSE-AD-5146071,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,17999,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5146071/?Cr=392
SSE-AD-5146071,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,72000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5146071/?Cr=392
SSE-AD-5146071,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5146071/?Cr=392
SSE-AD-5239191,370Z - 2009 Nissan 370Z Z34 Manual,price,price,27400,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5239191/?Cr=132
SSE-AD-5239191,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,37338,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5239191/?Cr=132
SSE-AD-5239191,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5239191/?Cr=132
SSE-AD-4711535,350Z - 2007 Nissan 350Z Track Z33 Manual,price,price,20888,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-4711535/?Cr=382
SSE-AD-4711535,350Z - 2007 Nissan 350Z Track Z33 Manual,milage,milage,58000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-4711535/?Cr=382
SSE-AD-4711535,350Z - 2007 Nissan 350Z Track Z33 Manual,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-4711535/?Cr=382
SSE-AD-5054231,370Z - 2017 Nissan 370Z Z34 Auto,price,price,44000,https://www.carsales.com.au/private/details/Nissan-370Z-2017/SSE-AD-5054231/?Cr=281
SSE-AD-5054231,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,2000,https://www.carsales.com.au/private/details/Nissan-370Z-2017/SSE-AD-5054231/?Cr=281
SSE-AD-5054231,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/private/details/Nissan-370Z-2017/SSE-AD-5054231/?Cr=281
SSE-AD-4640851,370Z - 2012 Nissan 370Z Z34 Manual,price,price,28500,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4640851/?Cr=283
SSE-AD-4640851,370Z - 2012 Nissan 370Z Z34 Manual,milage,milage,49500,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4640851/?Cr=283
SSE-AD-4640851,370Z - 2012 Nissan 370Z Z34 Manual,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4640851/?Cr=283
OAG-AD-15541408,370Z - 2016 Nissan 370Z Z34 Auto,price,price,39986,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15541408/?Cr=312
OAG-AD-15541408,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,16621,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15541408/?Cr=312
OAG-AD-15541408,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15541408/?Cr=312
SSE-AD-4452717,370Z - 2015 Nissan 370Z Z34 Manual,price,price,38000,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-4452717/?Cr=243
SSE-AD-4452717,370Z - 2015 Nissan 370Z Z34 Manual,milage,milage,20700,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-4452717/?Cr=243
SSE-AD-4452717,370Z - 2015 Nissan 370Z Z34 Manual,age,age,3,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-4452717/?Cr=243
SSE-AD-5231928,370Z - 2010 Nissan 370Z Z34 Auto,price,price,24000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5231928/?Cr=38
SSE-AD-5231928,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,61000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5231928/?Cr=38
SSE-AD-5231928,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5231928/?Cr=38
OAG-AD-15431854,370Z - 2014 Nissan 370Z Z34 Auto,price,price,29980,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15431854/?Cr=51
OAG-AD-15431854,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,54922,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15431854/?Cr=51
OAG-AD-15431854,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/dealer/details/Nissan-370Z-2014/OAG-AD-15431854/?Cr=51
SSE-AD-4718096,370Z - 2009 Nissan 370Z Z34 Manual,price,price,13900,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4718096/?Cr=153
SSE-AD-4718096,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,105750,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4718096/?Cr=153
SSE-AD-4718096,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4718096/?Cr=153
SSE-AD-5236426,370Z - 2016 Nissan 370Z Z34 Auto,price,price,40980,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5236426/?Cr=279
SSE-AD-5236426,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,12966,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5236426/?Cr=279
SSE-AD-5236426,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5236426/?Cr=279
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,price,price,44987,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,milage,milage,26,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,price,price,44987,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,milage,milage,26,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
OAG-AD-15621156,370Z - 2017 Nissan 370Z Z34 Manual,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15621156/?gts=OAG-AD-15621156&gtssaleid=OAG-AD-15621156&rankingType=Showcase
SSE-AD-4992647,350Z - 2004 Nissan 350Z Track Z33 Manual,price,price,18000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4992647/?Cr=422
SSE-AD-4992647,350Z - 2004 Nissan 350Z Track Z33 Manual,milage,milage,58000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4992647/?Cr=422
SSE-AD-4992647,350Z - 2004 Nissan 350Z Track Z33 Manual,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4992647/?Cr=422
OAG-AD-15300246,370Z - 2016 Nissan 370Z Z34 Manual,price,price,43888,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15300246/?Cr=125
OAG-AD-15300246,370Z - 2016 Nissan 370Z Z34 Manual,milage,milage,0,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15300246/?Cr=125
OAG-AD-15300246,370Z - 2016 Nissan 370Z Z34 Manual,age,age,2,https://www.carsales.com.au/bncis/details/Nissan-370Z-2016/OAG-AD-15300246/?Cr=125
SSE-AD-4578450,350Z - 2006 Nissan 350Z Track Z33 Manual,price,price,19000,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-4578450/?Cr=361
SSE-AD-4578450,350Z - 2006 Nissan 350Z Track Z33 Manual,milage,milage,65000,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-4578450/?Cr=361
SSE-AD-4578450,350Z - 2006 Nissan 350Z Track Z33 Manual,age,age,12,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-4578450/?Cr=361
OAG-AD-15575558,350Z - 2006 Nissan 350Z Track Z33 Manual,price,price,17990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15575558/?Cr=206
OAG-AD-15575558,350Z - 2006 Nissan 350Z Track Z33 Manual,milage,milage,70000,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15575558/?Cr=206
OAG-AD-15575558,350Z - 2006 Nissan 350Z Track Z33 Manual,age,age,12,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15575558/?Cr=206
OAG-AD-15559390,350Z - 2009 Nissan 350Z Track Z33 Manual,price,price,23990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2009/OAG-AD-15559390/?Cr=144
OAG-AD-15559390,350Z - 2009 Nissan 350Z Track Z33 Manual,milage,milage,57918,https://www.carsales.com.au/dealer/details/Nissan-350Z-2009/OAG-AD-15559390/?Cr=144
OAG-AD-15559390,350Z - 2009 Nissan 350Z Track Z33 Manual,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-350Z-2009/OAG-AD-15559390/?Cr=144
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,15571,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=TopSpot
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,87922,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=TopSpot
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=TopSpot
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,15571,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=Showcase
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,87922,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=Showcase
OAG-AD-15494887,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15494887/?gts=OAG-AD-15494887&gtssaleid=OAG-AD-15494887&rankingType=Showcase
OAG-AD-14904072,370Z - 2009 Nissan 370Z Z34 Auto,price,price,24990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-14904072/?Cr=379
OAG-AD-14904072,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,53134,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-14904072/?Cr=379
OAG-AD-14904072,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-14904072/?Cr=379
SSE-AD-5149629,370Z - 2014 Nissan 370Z Z34 Auto,price,price,39995,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5149629/?Cr=383
SSE-AD-5149629,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,8105,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5149629/?Cr=383
SSE-AD-5149629,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5149629/?Cr=383
SSE-AD-5139802,370Z - 2010 Nissan 370Z Z34 Auto,price,price,27950,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5139802/?Cr=344
SSE-AD-5139802,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,44572,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5139802/?Cr=344
SSE-AD-5139802,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5139802/?Cr=344
OAG-AD-15373593,370Z - 2013 Nissan 370Z Z34 Manual,price,price,32990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15373593/?Cr=41
OAG-AD-15373593,370Z - 2013 Nissan 370Z Z34 Manual,milage,milage,37153,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15373593/?Cr=41
OAG-AD-15373593,370Z - 2013 Nissan 370Z Z34 Manual,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15373593/?Cr=41
SSE-AD-5118894,370Z - 2010 Nissan 370Z Z34 Manual,price,price,30000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118894/?Cr=82
SSE-AD-5118894,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,34580,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118894/?Cr=82
SSE-AD-5118894,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118894/?Cr=82
OAG-AD-15611257,370Z - 2015 Nissan 370Z Z34 Auto,price,price,38990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15611257/?Cr=35
