"year"	"occ"	"inc1"	"inc2"	"inc3"	"inc4"	"inc5"	"inc6"	"inc7"	"inc8"	"inc9"	"inc10"	"inc11"	"inc12"	"inc13"	"inc14"	"inc15"	"inc16"	"inc17"	"inc18"	"inc19"	"inc20"	"inc21"	"inc22"	"inc23"	"inc24"	"inc25"	"inc26"	"inc27"	"inc28"	"inc29"	"inc30"	"inc31"	"inc32"	"inc33"	"inc34"	"inc35"	"inc36"	"inc37"	"inc38"	"inc39"	"inc40"	"inc41"	"inc42"
2000	13	172962	214827	265547	349884	389185	318046	327964	237751	152960	88349	65956	40998	26439	16164	14560	9181	5152	8075	6356	3374	3466	3301	2888	2162	1238	1669	1097	656	1519	855	634	436	409	503	307	386	455	419	481	401	379	9100
2000	19	1032275	1325685	1340200	1581152	1861034	1848867	2447612	2184609	1695376	1224928	1114993	820356	622801	377900	368863	230090	120414	171260	102677	83387	58491	59701	47956	36293	21506	31104	19604	12124	26396	12124	9888	6318	6612	8518	6113	4687	7015	5912	4607	6512	5448	81759
2000	11	139773	170005	148950	156955	142325	116383	169246	171879	163467	126572	143102	122862	105835	67536	94472	64181	36600	67139	42320	36506	25407	28819	23761	19941	11210	19672	11905	6925	20788	8278	8565	4704	4578	7194	6203	2690	5125	3740	2564	4161	2892	61825
2000	18	1194915	1478821	1267936	1261633	1117748	826364	1003160	934992	820278	592893	641990	526542	447215	278380	414519	240768	133302	292476	179829	168643	105834	145344	129909	101907	54847	98725	63413	37847	128811	48825	48021	27361	30479	44809	34686	18345	32547	20908	12734	25800	15519	424630
2000	17	467016	530022	474155	474397	393790	261667	272058	202445	146077	91244	86237	64397	46949	27079	33591	18285	10222	16240	10144	8898	6092	6772	4880	4297	3044	3519	1803	925	3787	1494	1141	678	872	1231	1021	707	1289	918	651	1256	734	12907
2000	6	12130	16792	13247	13770	17368	17944	30355	38036	43149	36032	43818	40394	38904	26507	32578	21841	11558	19329	11988	8724	5791	5641	4286	3029	1525	2227	1068	728	1866	797	693	653	435	502	318	278	414	276	121	358	244	3022
2000	21	372584	311380	381477	506325	576916	487084	690333	652821	603103	401774	458558	402271	322814	206716	289236	160776	84662	167689	88681	77030	44946	52121	42416	29611	16490	25374	14835	8706	23705	9174	8099	4594	4827	7153	5381	2753	4263	2464	1468	3131	2306	55752
2000	7	26810	38023	34644	37174	46228	43165	56054	69529	76671	68372	76906	70460	68192	48652	63361	47666	27802	49663	32487	30421	22142	25163	20219	16639	10521	15520	10201	6889	14567	7365	6450	4675	4305	5207	4043	2200	3371	2659	1681	2979	1951	32169
2000	15	1035599	1217285	1060847	1033007	789138	455154	428168	287906	179914	98667	85942	57695	39482	23802	25482	13418	7698	14621	8196	5844	4046	5156	4715	3381	2407	3230	1681	937	2784	875	756	877	750	907	1053	571	1020	738	846	1095	737	14114
2000	14	84506	107267	94536	117296	138082	130246	187132	209305	180600	160128	168859	149897	144094	97851	133377	93356	50637	95913	57275	50316	32867	33188	26648	20897	12348	16720	11604	5829	9936	5800	4680	3291	3054	3303	1869	1288	1607	751	789	1042	861	13931
2000	16	493942	455395	508560	597120	569537	397368	396584	316470	228731	147151	131918	87796	65826	39556	42474	23197	13249	23459	12295	10337	6838	8370	6953	4989	2947	3258	2382	1721	3879	1402	1505	981	987	1244	1245	587	1334	1235	1022	1137	838	18783
2000	5	20947	24121	28159	33685	32579	29372	50770	64549	76980	77412	105591	113435	126670	104361	154765	119076	73382	148289	104452	97117	71453	78230	67604	53146	32692	46858	30949	18439	42523	18831	16060	10277	10609	12873	9698	5708	8696	5374	2931	5280	3036	57427
2000	2	45744	53305	61978	76339	90899	98969	170524	202056	216359	191085	201847	172049	158957	107518	135299	94378	51599	94935	60990	53089	38598	44611	35331	29485	17414	26619	18908	11061	28857	13418	11447	7373	8141	11145	9037	4436	7929	5599	2609	5875	3621	98110
2000	8	53613	68756	76839	91179	113573	118961	184812	212746	194532	155458	151289	116133	100227	66036	70401	47524	26569	36566	23346	17569	11880	11820	8576	6435	3593	4589	3514	1587	2907	1653	1782	794	729	994	849	583	604	770	705	795	720	10937
2000	23	156251	150488	180472	240159	296471	275216	428661	455180	449212	350301	396717	341231	301527	198623	263400	164083	84405	149363	81465	70882	43382	44094	36532	25979	12855	21787	12860	7561	15018	6135	5375	3860	3181	3594	3400	1925	2586	1269	1106	1560	1078	24424
2000	20	141356	120866	140134	147034	132607	88049	83166	60699	42597	25207	23955	17141	11978	8146	9639	5295	2713	4713	2928	2317	1669	1942	1919	1202	553	1354	891	484	1732	726	476	351	343	546	518	279	468	327	357	393	274	6178
2000	26	34530	34036	46131	100621	149413	83307	110727	123368	96591	65204	67014	44058	36431	22569	26130	17256	9262	18018	12079	9670	7762	8247	5927	5143	2883	3900	3052	1618	2295	1202	1504	578	666	758	434	433	508	180	222	224	232	3608
2000	9	19664	22278	27257	35828	38872	38594	60578	69215	76658	59626	70395	60359	54209	39281	55610	37131	21882	43291	30941	29878	22721	32448	28020	23865	14679	27784	19006	12305	37422	17497	15494	10899	11636	15139	12966	7081	10989	6894	3981	7856	5552	198888
2000	4	55272	65683	66012	67329	62581	54992	97828	117309	142030	135993	176585	172722	190686	146677	205992	165123	100573	188820	137772	122148	85839	101165	83283	66994	39234	59570	39551	23903	52545	23147	21892	13930	14167	18733	11979	6826	10355	7314	3650	7491	4321	68678
2000	22	4204	4162	4313	6368	6768	6280	9332	10958	10693	8683	10485	9415	7504	5937	8377	4672	2531	4683	2244	1643	939	965	896	367	179	361	253	211	479	125	111	55	18	32	142	12	0	0	0	34	46	1048
2010	1	196000	245729	347965	453423	477939	571597	398349	726385	660461	721290	626551	757858	513659	681971	439912	522137	470309	491261	364478	206962	393138	263775	514286	223767	223900	158889	245831	178904	159882	101132	123865	60120	74806	204912	54208	89558	42194	62016	54393	58042	36841	964784
2010	3	48392	63810	69807	86969	101020	139418	105405	213264	195864	238814	199418	222633	158821	189209	124657	131099	107932	114136	86060	48502	75022	47609	91674	41108	35418	24840	37728	27274	24195	14665	19956	9669	11470	34426	7908	13684	7214	10493	8717	9391	5287	176685
2010	10	339837	505099	554798	667178	583286	514305	299030	526191	533950	639034	606533	603832	434732	469340	273324	299431	215352	205416	139664	76709	104705	57780	81420	36416	36402	24403	27268	22603	21242	10668	13355	6634	9645	11716	5629	7199	5893	7001	3694	4680	3706	55781
2010	25	663718	654296	767998	975788	907169	930819	578572	805657	591126	540482	410272	405021	230504	265620	133630	144020	100811	95895	50060	25913	49486	27071	46795	19008	14417	8658	19213	11908	9834	5597	7428	3436	5189	10958	2889	5446	2575	2897	2890	2964	2447	46454
2010	24	450512	453912	600314	881413	959530	1026458	655884	840566	668124	579504	443003	407216	256427	297081	149866	155905	111943	113316	63798	34284	54730	30345	55455	22436	19415	12753	15760	10446	13384	3606	5989	3018	3573	7141	1603	2989	1561	2979	1237	2690	916	23196
2010	12	89567	153256	195252	247841	293625	388346	285480	495621	458090	497718	469686	503547	360316	479742	278419	319526	239744	274562	155826	90149	158763	87591	176301	65212	74753	40769	84129	43149	47717	21619	39251	15531	18739	56140	14248	25049	12174	15881	14898	20369	7622	511694
2010	13	187713	287065	380654	509436	519885	552404	317544	354023	220683	155680	87516	67020	38051	31835	16335	14992	7552	8282	4463	3593	5828	2286	4776	1515	1799	1432	1259	812	580	561	1102	285	469	1478	461	178	111	360	970	108	66	5973
2010	19	1123449	1369004	1471372	1803378	1907200	2357878	1674420	2206920	1680313	1351153	968404	877795	589758	520534	279946	273063	182438	157287	97991	55152	83272	47886	74797	31190	29433	18413	27348	18576	18954	8484	14245	7552	7132	17847	7964	8765	3903	6402	4031	4188	3640	67029
2010	11	187629	210278	194452	180538	177962	179664	105310	189171	154657	155736	134293	139875	89800	112840	59081	79542	65963	59160	38357	23466	41915	23986	47598	17273	16443	12306	20832	12500	10338	6991	10636	3667	4861	13493	2311	4937	3031	4289	2447	4225	2051	58530
2010	18	1424020	1654344	1663023	1616146	1341038	1215877	709731	1037453	811248	788209	587841	608882	361182	466922	258800	286898	235345	248005	146840	78312	166725	91207	242601	76531	86643	49496	105744	61035	53530	28940	48416	17523	20241	89253	17856	28356	11841	24960	23746	21315	10725	394105
2010	17	585132	769522	779131	819609	623261	501821	257438	318037	204370	157784	101046	87791	49024	55411	25337	24760	19395	16417	8842	6389	7528	5443	8664	3401	2642	2183	2516	1926	1752	1059	1095	1043	1581	1592	1238	713	422	564	642	498	666	12763
2010	6	14646	17970	14164	15967	19417	24925	18165	32350	33811	37899	37765	39148	24740	38266	18323	27077	16908	15639	9352	6478	7144	3535	8389	4944	2678	2241	3890	2413	1114	1055	758	592	553	608	625	0	238	63	133	241	303	2695
2010	21	523499	495585	669173	788434	774485	753856	429586	710156	535866	523941	382408	384503	215226	287350	135585	164291	121614	138948	63925	36444	62358	30907	68075	19900	17407	12998	18026	9330	10294	4719	6491	2175	4118	8400	1598	2206	1463	2276	1652	1756	1630	43372
2010	7	32820	38355	35796	39593	42771	49334	37475	61977	65638	86486	74807	73464	61461	65247	41744	51809	40608	45172	33991	19542	33327	24632	38958	17354	15544	12485	19818	12153	11411	7311	8211	4790	5423	10175	2497	6243	2332	2923	3301	2193	2316	31217
2010	15	1271317	1491832	1563304	1584943	1060096	758032	329415	366295	194775	141239	85784	65037	36247	32526	18425	16449	10507	9682	6923	3364	5132	2531	5969	1858	1328	1679	1659	1426	1250	653	1027	243	245	2081	344	286	164	225	71	266	380	8772
2010	14	149214	158170	142384	167600	180514	212603	155612	254107	199541	207431	178263	181551	128987	160830	106252	112306	93762	104640	63833	36100	66757	37304	61817	23468	27939	16177	27423	17140	14693	6939	10745	4422	5104	9755	3104	3741	3085	2199	1943	1553	1151	12411
2010	16	621695	697576	828619	991691	763131	652066	359646	408044	272899	214523	143991	121210	63203	63825	36683	30827	21619	20927	11117	5592	8084	6003	10664	3110	2894	2527	3379	2666	1457	681	1042	937	787	1851	520	622	436	826	159	440	257	9896
2010	5	22771	24554	27334	34728	38142	48074	33709	58878	59881	76204	74717	109323	94812	134753	97230	129180	107984	127612	88813	52828	98618	60362	115465	47589	51939	30981	58190	31229	34056	19539	24019	10865	11006	29024	7389	11342	6491	10157	4002	8213	5011	62804
2010	2	67711	75915	88292	106116	121454	156927	122457	231999	224964	254826	218748	233079	160228	191870	130955	144924	112075	119141	82550	50369	81847	50489	81033	36409	36338	27767	40377	28046	25911	15440	17442	8549	10279	20926	7081	13067	6173	9958	8148	7209	3375	114114
2010	8	55237	79484	93320	112029	131951	171126	162068	258254	236513	214071	168691	156670	112935	121967	68059	70417	51925	48355	31547	17400	23279	13099	18236	8820	6019	3296	6534	2612	2730	1841	2042	990	1322	2564	676	1267	828	759	861	754	265	10347
2010	23	157290	173531	211845	296530	328352	394234	257125	437698	387259	407934	317253	338588	213248	255778	148456	166565	106177	107796	60453	32670	51997	27254	50498	17824	14850	7767	13892	7822	6507	2284	4609	2155	2130	3386	706	1252	1633	493	882	1143	965	14087
2010	20	100483	143670	181085	187481	150363	130782	67015	71422	42700	36185	22147	16874	12068	12527	6086	3514	3599	3294	1956	1103	1505	1573	1392	393	634	348	1215	891	263	249	148	0	397	244	0	219	176	216	100	358	153	3088
2010	26	18243	32141	50385	63755	97959	111822	55681	82788	81725	68784	62880	54636	35697	60008	23349	28546	26281	26265	14786	8522	13411	9209	13090	6919	7572	4087	9287	2709	3670	2405	2545	829	1929	1584	383	832	72	565	430	211	29	3085
2010	9	25041	31502	33896	40811	46159	52310	42094	85921	75873	72839	70392	78689	49833	61482	42727	51189	46380	53581	31942	18454	39592	24558	57347	23716	26347	18889	31133	23747	21121	13674	16975	9335	11571	31575	9261	16052	10064	15402	10430	12967	9033	256589
2010	4	70542	67676	74419	68186	77455	89245	62456	133979	135067	161826	166265	177782	158178	214147	150421	187857	158646	192857	142007	92720	153932	98282	164566	75917	78388	53210	77003	48529	44789	27269	32696	12444	13720	35233	9760	14511	6713	10202	6234	9306	3883	69242
2010	22	7754	7050	7259	12345	14005	13840	9369	17120	13147	14034	13718	14928	10176	13390	9153	10750	6706	8061	4344	1465	4208	1132	3700	568	775	1136	1544	839	0	936	0	0	609	439	61	71	0	0	143	0	0	2156
2014	1	200455	263060	384359	392101	516763	576108	722062	669867	833305	619103	880938	541755	723251	536816	611099	486289	584761	395864	478767	300712	606194	257808	310032	197219	346287	220159	214345	135386	171967	100448	253431	81020	111915	71708	78836	81387	87230	48553	51271	30292	132702	1053559
2014	3	39985	60469	77090	70978	97017	126252	180437	181072	231728	180986	247562	168552	204745	136887	158218	120040	129363	81034	88173	61212	102858	41897	47511	31182	49851	33260	34647	22815	24235	13793	43650	12695	16860	8749	14585	11942	13106	7535	6549	4860	23847	189044
2014	10	362194	528149	625737	627820	660987	508915	538954	518091	676025	563386	693978	456398	471662	314065	322481	229138	231338	150870	134471	81742	104904	51862	50035	31820	43305	24997	24639	15302	18224	14433	16817	8727	11537	5869	5619	5050	7233	3349	5232	3017	8234	69418
2014	25	615042	737424	884488	864697	1046116	969271	929791	662387	688578	441356	566117	277351	327662	180191	203746	118671	142879	74132	78222	36811	75575	24984	28684	14129	29682	13425	16870	8015	14796	6932	17085	6019	9280	4815	7558	4381	6314	4128	4260	2037	7722	57594
2014	24	384152	479156	621698	751678	999934	948929	1003997	706589	724965	470395	585238	287008	358870	192225	204505	129015	132511	73589	81218	48568	82564	24770	33427	19096	28447	17116	14045	7004	8851	4842	14111	3417	4145	2382	3058	3158	3776	1465	1715	1385	2161	29212
2014	12	115173	202198	256019	270416	388068	455609	555675	474460	613035	454794	661811	399266	554546	347236	389090	268027	306855	173273	211441	121539	213370	74890	111062	58935	118596	56980	62708	35447	45608	24172	67694	20701	34127	14611	20308	17944	30324	13761	18852	9109	48190	531419
2014	13	170050	295072	403890	448546	576361	524590	459719	262424	194576	112153	90543	40428	45799	23722	18637	11893	11829	8342	7850	3071	9018	1203	2952	2716	2410	1165	1530	466	1926	336	1361	224	815	268	465	439	475	449	0	269	846	7823
2014	19	1047796	1433224	1578213	1548302	1974823	2128822	2290682	1709753	1614488	1009165	1054166	625932	585524	344540	325839	207216	201384	123047	112773	69203	112990	45063	44437	30871	34740	23354	24237	14981	19260	8969	28075	9478	10418	5778	7144	8403	6278	2903	5001	4290	9060	79397
2014	11	197793	242154	227376	186928	191684	173496	209375	164741	198170	128992	169826	96971	115415	84883	90651	69181	75513	44839	49781	30853	61102	21785	25971	15697	29041	16509	14930	11447	13067	6637	21008	6493	4973	4050	6644	3943	4458	2554	2991	1670	8811	66215
2014	18	1327603	1782932	1769501	1405294	1313859	1137490	1097160	788858	857488	554718	745540	379277	477314	313202	330731	233944	266926	160849	193879	108038	281340	81122	105505	58642	140060	74676	73035	36265	61104	29037	108914	22957	42746	22169	27537	28663	30620	16171	16335	12693	63040	409935
2014	17	618213	863490	923692	772095	737969	548018	418589	258404	209267	115356	122461	62622	66235	33431	39834	18838	20560	10289	10794	7227	11262	3074	5248	3566	2710	2053	2698	1287	1622	921	2832	1156	901	535	1018	0	330	310	317	439	795	11380
2014	6	10984	18640	14281	13968	19120	25521	32416	35869	43920	34676	43594	29781	32699	22506	25769	18460	20110	12527	12992	6516	10660	4341	4884	1719	4872	1920	1339	987	1169	467	1567	545	908	257	451	271	737	239	714	173	1070	2270
2014	21	353938	429406	564707	566051	779960	735096	778609	515128	592136	346449	522038	227749	315550	174456	206967	126055	157344	77191	85190	48113	94000	25974	30508	17379	31781	17210	17622	7945	11194	5012	13950	5539	6180	2942	3780	3107	5011	2387	1371	966	4350	43276
2014	7	32087	46030	37150	32295	45546	55196	68920	63808	87339	73616	89386	61717	76200	47178	54799	45128	45346	34502	40667	29293	43483	19354	22244	10393	22013	14070	14492	8927	8978	4629	14644	6205	6581	3166	3636	5509	5640	2311	4002	1634	4839	39149
2014	15	1258832	1692977	1741056	1444249	1195892	769431	523193	287152	215518	114884	107189	49072	48179	26020	21660	12409	16815	7602	7537	3685	7551	1630	2798	1880	2892	1740	1553	896	540	475	653	923	398	565	64	979	135	349	355	32	167	7605
2014	14	141927	174099	156774	166284	211628	220608	255064	215764	248722	170973	211705	131823	166573	113487	135175	95960	106716	75914	82744	41754	83926	33541	38860	21349	38029	20666	23654	12711	14862	5979	14389	4706	6331	3283	3383	2865	3547	961	3394	779	3952	12361
2014	16	567533	755839	908368	888304	894475	688217	501122	322513	274294	161342	177951	85152	94333	41812	44774	24993	26179	15378	12838	5329	15894	5635	4983	3116	5257	1445	3103	2568	2019	1341	2562	563	492	512	914	1061	908	87	0	387	2016	14876
2014	5	21651	30023	38074	26309	35279	41919	57069	47833	75277	63847	111788	84661	128366	98381	126113	94637	128141	92594	107111	69795	137011	56074	72722	45748	77222	37871	43624	26851	34056	19303	43194	12001	17345	9524	13747	9660	11806	4658	6986	3944	11382	65848
2014	2	76170	97657	118132	106313	134056	161166	226333	230970	290880	235710	294649	183174	225193	169874	185992	127382	139061	95115	106009	65563	120728	49250	52243	34617	52258	33441	30357	21677	25258	13480	40859	13062	18902	11091	13854	9444	11284	6210	8553	4713	22095	136958
2014	8	62952	95270	110006	108507	148369	191527	250780	237838	265101	185259	207627	127394	123479	91952	84200	59405	53824	39500	28524	18345	21415	11393	12581	8180	7323	6134	4371	3071	3450	2173	3467	1629	2746	1408	568	1064	870	653	736	155	1641	10129
2014	23	135225	167422	226356	218247	357319	379225	468084	351944	416295	297344	402724	211244	284625	157771	179819	121223	137004	71540	76569	36365	73649	24701	25616	14551	25456	10860	11819	7201	7818	4115	8057	3018	3734	1287	1474	634	1380	1062	882	596	1302	16297
2014	20	96549	135302	197543	161527	170445	128167	99494	54495	43369	28152	28927	15307	15195	7707	6098	5249	6691	3320	2493	2559	4015	1846	1440	632	845	922	763	669	314	59	487	344	159	342	0	0	48	289	0	86	700	3852
2014	26	13799	28341	29736	21640	58114	41453	39791	37112	39088	23382	34073	14499	27356	13633	20280	11369	11307	8136	7156	3124	9348	2602	4164	1594	7211	2426	1708	850	767	546	960	867	262	353	323	69	54	87	251	0	0	828
2014	9	20310	31665	35553	36465	42942	49697	70895	66833	85845	58487	87908	56643	64394	54355	57225	51600	55361	35215	41184	24207	58701	26198	33044	19925	35674	26232	25763	14484	18821	10696	33594	14924	21467	12880	13977	13931	16902	8291	7397	5101	22561	252326
2014	4	70842	86452	95781	72572	87443	95453	141555	132213	189859	153686	223710	156287	225183	183845	221834	187188	224109	160971	183572	126703	223514	100027	120593	72534	125402	64409	70512	46494	51269	31213	62822	23928	31203	16631	17766	13687	18920	9120	11070	8623	20771	94613
2014	22	8192	8048	9877	6919	14942	13298	18344	12331	18599	11237	20332	12525	15071	8950	14817	11679	11798	7847	8962	4227	11688	1505	2843	1387	2171	744	1400	446	2088	91	1981	574	273	140	2042	525	303	81	202	46	0	4188
