,date,beer,scotch,vodka,whiskey,wine,combined
449,2016-10-06,29.84,141.01,78.13,45.1,21.57,0
450,2016-10-07,29.82,114.64,85.46,189.41,18.76,0
451,2016-10-08,17.71,133.23,92.53,58.58,22.74,0
452,2016-10-09,17.86,119.16,53.32,70.89,19.24,0
453,2016-10-10,55.2,123.67,64.98,77.31,22.43,0
454,2016-10-11,20.72,126.76,99.23,127.9,18.98,0
455,2016-10-12,44.14,177.99,84.45,155.11,36.28,0
456,2016-10-13,26.98,78.04,89.15,82.47,30.88,0
457,2016-10-14,38.25,52.6,155.59,236.26,17.46,0
458,2016-10-15,34.89,77.62,74.96,59.82,19.89,0
459,2016-10-16,43.56,95.0,37.2,126.7,22.05,0
460,2016-10-17,54.62,95.76,111.63,60.64,31.08,0
461,2016-10-18,33.61,68.31,147.59,78.15,21.95,0
462,2016-10-19,29.34,94.01,49.4,100.78,25.67,0
463,2016-10-20,39.59,56.61,44.9,108.65,21.3,0
464,2016-10-21,33.48,56.72,44.74,287.86,36.47,0
465,2016-10-22,17.19,68.95,33.65,195.85,28.45,0
466,2016-10-23,22.73,76.42,117.73,125.85,22.98,0
467,2016-10-24,24.0,102.14,53.57,17.22,23.16,0
468,2016-10-25,27.73,98.41,61.51,37.39,21.68,0
469,2016-10-26,27.22,70.93,63.71,184.93,24.38,0
470,2016-10-27,25.26,120.9,99.63,70.32,23.91,0
471,2016-10-28,29.53,215.9,114.19,80.34,44.04,0
472,2016-10-29,8.04,239.25,67.7,46.08,37.2,0
473,2016-10-30,34.37,136.14,31.2,119.15,28.47,0
474,2016-10-31,34.09,263.93,119.85,97.3,27.81,0
475,2016-11-01,26.13,85.17,77.07,141.36,23.82,0
476,2016-11-02,24.89,146.07,25.73,50.4,25.55,0
477,2016-11-03,35.79,98.76,83.71,53.03,25.17,0
478,2016-11-04,23.22,76.67,107.11,83.62,32.92,0
479,2016-11-05,17.0,139.17,131.27,146.89,51.71,0
480,2016-11-06,18.77,133.75,89.45,69.53,40.76,0
481,2016-11-07,43.35,125.57,153.03,61.11,22.06,0
482,2016-11-08,42.25,190.81,70.98,111.49,38.3,0
483,2016-11-09,24.36,99.4,32.28,54.77,28.42,0
484,2016-11-10,41.46,76.86,28.57,46.72,24.97,0
485,2016-11-11,29.03,82.68,35.85,132.14,27.31,0
486,2016-11-12,31.53,57.14,53.2,62.33,31.18,0
487,2016-11-13,36.78,79.11,33.45,57.65,21.96,0
488,2016-11-14,102.17,99.56,53.53,49.54,36.22,0
489,2016-11-15,18.05,39.27,45.73,155.79,20.85,0
490,2016-11-16,46.85,183.94,53.33,36.33,19.21,0
491,2016-11-17,11.13,72.2,93.17,362.6,25.01,0
492,2016-11-18,36.86,556.44,229.16,39.51,25.16,0
493,2016-11-19,4.63,71.36,90.31,115.17,19.55,0
494,2016-11-20,15.36,81.78,69.85,120.45,22.99,0
495,2016-11-21,24.85,70.38,71.71,140.24,24.87,0
496,2016-11-22,10.31,22.57,57.76,93.38,28.29,0
497,2016-11-23,19.7,32.59,47.4,86.72,22.24,0
498,2016-11-24,21.58,103.66,46.76,76.09,26.8,0
499,2016-11-25,42.21,128.22,60.4,160.59,24.53,0
500,2016-11-26,43.84,53.25,53.9,91.18,15.19,0
501,2016-11-27,52.15,84.08,52.66,98.68,42.3,0
502,2016-11-28,18.56,103.81,50.12,167.13,26.44,0
503,2016-11-29,31.62,92.71,65.75,171.27,29.97,0
504,2016-11-30,102.87,74.02,48.01,82.33,44.48,0
505,2016-12-01,38.73,98.09,46.36,27.87,30.15,0
506,2016-12-02,19.1,95.85,60.77,56.8,33.53,0
507,2016-12-03,28.4,88.75,57.72,50.1,15.74,0
508,2016-12-04,41.25,89.95,76.65,107.42,39.27,0
509,2016-12-05,29.47,33.46,31.21,286.42,31.1,0
510,2016-12-06,51.51,91.37,43.93,4.82,27.08,0
511,2016-12-07,70.0,155.47,53.25,88.48,27.15,0
512,2016-12-08,33.67,54.32,63.29,193.0,22.67,0
513,2016-12-09,13.39,113.9,35.8,64.16,30.11,0
514,2016-12-10,16.39,68.05,58.87,128.23,32.75,0
515,2016-12-11,40.41,53.36,90.12,70.61,47.19,0
516,2016-12-12,12.8,78.65,40.66,70.81,41.4,0
517,2016-12-13,79.89,195.02,60.99,342.3,23.4,0
518,2016-12-14,44.49,51.36,43.22,106.31,38.63,0
519,2016-12-15,18.46,68.28,47.2,110.19,31.16,0
520,2016-12-16,42.25,70.07,84.07,78.43,42.74,0
521,2016-12-17,13.45,54.7,86.97,73.36,23.75,0
522,2016-12-18,49.01,97.7,50.52,260.92,19.79,0
523,2016-12-19,14.62,75.88,61.27,64.26,22.71,0
524,2016-12-20,10.81,112.04,45.44,137.72,26.11,0
525,2016-12-25,82.56,118.52,69.86,63.02,21.49,0
526,2016-12-26,48.78,220.92,52.7,47.43,38.03,0
527,2016-12-27,51.11,113.39,121.34,87.89,35.04,0
528,2016-12-28,25.16,171.52,78.22,45.74,44.99,0
529,2016-12-29,46.64,113.29,92.61,86.85,33.84,0
530,2016-12-31,39.1,86.15,91.29,79.98,26.24,0
531,2017-01-01,7.24,181.77,27.09,107.77,24.98,0
532,2017-01-02,94.29,89.84,99.44,68.94,22.96,0
533,2017-01-03,21.72,139.56,173.49,75.65,32.41,0
534,2017-01-04,69.8,129.37,48.65,114.61,30.3,0
535,2017-01-05,43.68,98.62,69.71,68.26,24.89,0
536,2017-01-06,58.71,86.33,102.32,84.87,31.6,0
537,2017-01-07,26.17,99.93,71.34,95.75,33.15,0
538,2017-01-08,25.62,116.07,71.06,105.9,23.96,0
539,2017-01-09,28.64,121.7,43.0,23.1,20.33,0
540,2017-01-10,25.82,198.94,56.46,124.89,43.39,0
541,2017-01-11,26.57,106.64,42.03,115.52,33.86,0
542,2017-01-12,25.87,100.21,106.88,89.21,29.05,0
543,2017-01-13,26.12,300.38,102.09,82.63,27.12,0
544,2017-01-14,26.35,115.56,64.74,100.01,30.09,0
545,2017-01-15,26.12,301.38,51.78,71.65,39.8,0
546,2017-01-16,26.22,103.98,102.21,4.08,45.85,0
547,2017-01-17,25.74,143.81,64.84,88.06,28.27,0
548,2017-01-18,26.77,104.73,63.16,82.73,67.21,0
549,2017-01-19,27.17,124.82,69.5,144.28,32.72,0
550,2017-01-20,334.57,92.67,164.68,28.14,35.61,0
551,2017-01-21,93.58,134.59,94.14,9.29,33.9,0
552,2017-01-22,88.8,116.16,61.06,158.77,26.03,0
553,2017-01-24,26.77,107.9,61.27,96.85,29.46,0
554,2017-01-25,27.31,115.67,69.42,93.98,42.72,0
555,2017-01-26,8.61,99.11,59.54,72.51,43.7,0
556,2017-01-28,10.57,83.65,76.2,35.47,64.22,0
557,2017-01-29,7.55,117.92,52.44,140.25,32.75,0
558,2017-01-30,932.91,248.12,63.24,121.93,36.93,0
559,2017-01-31,62.28,129.6,78.44,10.25,31.9,0
560,2017-02-01,26.57,100.35,80.67,292.77,26.21,0
561,2017-02-02,49.41,180.17,102.89,136.21,25.69,0
562,2017-02-03,7.68,120.19,121.87,103.16,26.83,0
563,2017-02-05,38.81,161.44,91.09,43.48,26.87,0
564,2017-02-06,24.56,155.53,64.59,79.61,32.99,0
565,2017-02-07,14.77,140.35,80.22,66.33,29.87,0
566,2017-02-08,49.61,124.96,72.21,107.79,29.14,0
567,2017-02-09,9.84,89.77,76.74,70.66,39.04,0
568,2017-02-10,11.36,68.86,54.39,131.02,33.66,0
569,2017-02-11,44.48,109.99,73.1,164.45,28.35,0
570,2017-02-12,34.95,112.65,112.42,175.34,33.82,0
571,2017-02-13,6.52,92.36,47.59,252.45,30.86,0
572,2017-02-14,17.92,86.0,75.12,520.81,31.39,0
573,2017-02-15,15.74,135.61,73.68,75.47,38.36,0
574,2017-02-18,26.45,102.37,61.7,62.55,33.46,0
575,2017-02-19,7.67,113.67,58.23,68.28,38.5,0
576,2017-02-21,11.63,165.58,80.53,10.03,33.45,0
577,2017-02-22,24.53,117.45,48.87,67.79,37.0,0
578,2017-02-23,65.27,173.36,108.76,48.11,39.25,0
579,2017-02-25,7.68,56.73,109.09,70.94,34.45,0
580,2017-02-27,33.78,19.33,78.91,362.98,31.46,0
581,2017-02-28,31.64,108.2,52.48,279.46,25.19,0
582,2017-03-01,258.53,379.16,65.07,122.67,34.82,0
583,2017-03-02,152.98,99.01,85.01,88.9,31.68,0
584,2017-03-03,42.94,75.99,46.24,67.75,29.41,0
585,2017-03-04,1.66,122.37,90.05,126.65,23.82,0
586,2017-03-05,35.9,135.77,43.27,192.51,26.73,0
587,2017-03-06,41.23,121.92,63.18,240.6,31.99,0
588,2017-03-07,38.09,93.16,63.82,53.72,31.89,0
589,2017-03-08,46.31,216.92,61.88,93.45,27.95,0
590,2017-03-09,26.39,80.11,87.39,323.87,26.03,0
591,2017-03-10,39.36,160.43,67.19,50.81,30.76,0
592,2017-03-11,154.55,266.0,110.86,134.21,28.81,0
593,2017-03-12,26.55,159.86,61.07,79.27,25.7,0
594,2017-03-13,65.09,274.16,55.91,174.77,21.97,0
595,2017-03-14,11.3,158.05,53.55,97.41,29.66,0
596,2017-03-15,123.62,229.45,193.61,48.29,30.0,0
597,2017-03-16,10.59,276.25,112.35,70.52,25.61,0
598,2017-03-17,23.32,165.62,60.24,197.52,26.89,0
599,2017-03-19,34.6,95.48,72.66,244.48,43.34,0
600,2017-03-20,11.46,91.93,75.66,55.15,23.23,0
601,2017-03-21,33.72,134.42,46.55,117.74,34.24,0
602,2017-03-22,43.16,130.39,55.04,31.65,28.61,0
603,2017-03-23,9.55,128.49,101.34,43.93,29.75,0
604,2017-03-24,34.97,326.66,57.1,638.29,27.03,0
605,2017-03-25,152.15,178.32,90.43,120.97,31.95,0
606,2017-03-26,31.66,106.76,43.0,70.18,37.12,0
607,2017-03-27,126.94,246.21,71.33,63.14,25.53,0
608,2017-03-28,16.65,136.88,80.53,47.54,34.22,0
609,2017-03-29,39.45,45.77,66.0,70.12,27.43,0
610,2017-03-30,27.53,280.04,51.18,155.07,29.95,0
611,2017-03-31,19.88,338.04,120.68,107.71,32.82,0
612,2017-04-01,251.86,156.81,35.12,166.42,33.41,0
613,2017-04-02,36.31,241.72,67.68,125.19,30.79,0
614,2017-04-04,21.24,87.49,102.36,60.57,34.94,0
615,2017-04-05,104.61,173.34,51.69,92.82,35.09,0
616,2017-04-06,10.19,93.69,81.58,48.9,31.14,0
617,2017-04-07,29.9,162.76,70.13,4.49,28.04,0
618,2017-04-08,340.39,66.02,46.06,59.19,32.24,0
619,2017-04-09,37.36,135.51,51.12,86.69,30.26,0
620,2017-04-10,35.57,159.86,66.48,43.31,26.99,0
621,2017-04-11,34.14,150.78,173.4,91.66,25.41,0
622,2017-04-12,35.56,137.77,160.12,115.13,40.89,0
623,2017-04-13,34.47,171.84,84.15,383.67,40.65,0
624,2017-04-14,35.89,196.54,131.49,116.5,25.81,0
625,2017-04-15,32.6,160.97,43.64,52.28,45.35,0
626,2017-04-16,34.14,188.49,79.34,80.53,29.84,0
627,2017-04-17,35.02,112.57,68.12,68.67,32.91,0
628,2017-04-18,34.31,90.35,50.62,149.62,36.0,0
629,2017-04-20,30.41,100.62,103.53,103.82,28.7,0
630,2017-04-21,11.23,118.84,94.69,68.55,32.57,0
631,2017-04-22,25.17,64.39,103.32,117.87,32.09,0
632,2017-04-23,22.53,117.1,89.37,34.46,26.62,0
633,2017-04-24,3.76,110.13,82.77,12.54,33.49,0
634,2017-04-25,46.88,147.95,58.77,103.97,34.93,0
635,2017-04-26,50.05,127.9,68.01,18.38,29.74,0
636,2017-04-27,21.65,73.86,121.36,49.67,46.23,0
637,2017-04-28,26.07,214.36,51.91,84.63,38.94,0
638,2017-04-29,16.45,71.06,75.29,20.95,34.82,0
639,2017-04-30,40.49,131.59,81.4,68.65,47.09,0
640,2017-05-01,25.44,86.02,81.7,87.32,36.83,0
641,2017-05-02,60.26,123.85,63.1,42.21,38.55,0
642,2017-05-03,22.83,2508.64,104.56,34.42,41.36,0
643,2017-05-04,25.59,2860.68,86.04,140.75,43.58,0
644,2017-05-05,17.75,107.67,132.61,46.63,43.5,0
645,2017-05-06,38.34,98.67,159.84,65.16,44.75,0
646,2017-05-07,20.28,110.97,50.67,42.56,37.62,0
647,2017-05-08,27.14,173.29,143.03,51.57,38.04,0
648,2017-05-09,30.59,150.23,193.34,29.31,67.18,0
649,2017-05-10,23.42,208.06,70.99,33.59,34.84,0
650,2017-05-11,28.07,81.55,108.06,68.92,37.35,0
651,2017-05-12,25.93,4374.86,73.28,72.5,31.24,0
652,2017-05-13,68.43,69.23,75.46,72.18,40.48,0
653,2017-05-14,35.19,171.16,64.72,66.9,38.66,0
654,2017-05-15,12.24,89.12,84.94,87.85,28.02,0
655,2017-05-16,26.71,38.43,107.43,71.22,27.78,0
656,2017-05-17,25.32,89.0,103.15,119.7,26.82,0
657,2017-05-18,19.31,131.24,58.94,76.76,54.63,0
658,2017-05-19,25.68,81.15,57.3,80.8,59.26,0
659,2017-05-20,36.73,192.6,64.2,55.99,66.63,0
660,2017-05-21,33.17,150.7,62.02,91.34,46.15,0
661,2017-05-22,114.45,149.95,92.27,75.32,65.99,0
662,2017-05-23,18.12,12.47,50.55,79.48,67.37,0
663,2017-05-24,21.37,348.02,81.74,51.55,63.72,0
664,2017-05-25,23.78,136.82,61.63,49.52,47.26,0
665,2017-05-26,27.5,353.1,49.48,119.77,37.92,0
666,2017-05-27,29.27,104.29,77.96,47.68,33.35,0
667,2017-05-28,27.16,82.04,97.02,55.42,52.64,0
668,2017-05-29,38.94,102.99,73.65,68.55,41.75,0
669,2017-05-30,24.71,62.99,57.1,3382.91,47.83,0
670,2017-05-31,35.49,122.18,87.28,554.75,37.52,0
671,2017-06-01,47.73,157.56,88.82,20.13,90.78,0
672,2017-06-02,40.37,147.59,26.42,194.71,102.4,0
673,2017-06-03,40.88,13404.78,67.52,43.82,107.87,0
674,2017-06-04,40.85,184.53,29.94,175.31,93.41,0
675,2017-06-05,31.2,67.89,70.55,93.43,93.04,0
676,2017-06-06,33.12,165.11,67.1,218.18,85.54,0
677,2017-06-07,34.24,183.0,50.15,110.83,100.66,0
678,2017-06-08,46.01,55.7,67.91,72.25,98.97,0
679,2017-06-09,43.24,29.23,41.3,75.52,83.67,0
680,2017-06-10,39.46,24.77,30.96,60.2,81.72,0
681,2017-06-11,87.09,54.18,63.82,81.2,75.21,0
682,2017-06-12,32.48,45.68,47.14,70.17,81.95,0
683,2017-06-13,32.09,59.74,38.13,149.83,72.82,0
684,2017-06-14,35.98,57.62,58.34,136.35,68.33,0
685,2017-06-15,40.06,51.77,33.04,102.49,66.5,0
686,2017-06-16,38.29,39.99,39.0,67.37,80.92,0
687,2017-06-17,36.8,77.5,43.47,34.45,70.3,0
688,2017-06-18,40.39,50.49,87.1,56.57,59.35,0
689,2017-06-19,37.32,292.24,47.07,163.03,66.1,0
690,2017-06-20,34.93,174.21,131.06,96.58,54.72,0
691,2017-06-21,39.23,363.09,117.13,93.6,41.11,0
692,2017-06-22,36.63,120.62,107.18,150.45,63.87,0
693,2017-06-23,34.66,345.15,27.36,132.32,41.8,0
694,2017-06-24,34.6,116.22,92.52,29.06,58.98,0
695,2017-06-25,33.82,90.19,168.29,95.99,41.91,0
696,2017-06-26,33.84,213.76,110.91,53.16,62.41,0
697,2017-06-27,30.15,60.18,86.85,81.06,42.02,0
698,2017-06-28,33.9,48.97,70.64,148.93,46.4,0
699,2017-06-29,52.22,74.52,49.64,104.86,28.1,0
700,2017-06-30,38.82,43.73,43.3,60.72,31.82,0
701,2017-07-01,37.32,79.83,67.77,133.79,43.73,0
702,2017-07-02,43.51,68.98,87.87,139.5,29.9,0
703,2017-07-03,38.28,133.01,48.72,111.74,36.37,0
704,2017-07-04,28.79,106.75,71.13,41.63,33.05,0
705,2017-07-05,31.71,126.89,211.37,76.13,45.75,0
706,2017-07-06,24.61,122.34,108.08,48.14,33.13,0
707,2017-07-07,32.17,186.58,62.34,78.45,71.64,0
708,2017-07-08,37.73,129.45,251.5,67.37,72.72,0
709,2017-07-09,39.19,74.92,31.47,53.39,79.81,0
710,2017-07-10,37.65,111.0,54.62,28.71,82.4,0
711,2017-07-11,41.27,124.22,41.09,35.86,60.87,0
712,2017-07-12,72.41,97.68,47.64,37.94,51.47,0
713,2017-07-13,69.34,119.74,43.22,64.55,46.85,0
714,2017-07-14,40.43,109.83,40.65,50.13,37.34,0
715,2017-07-15,30.68,221.14,44.35,66.57,36.47,0
716,2017-07-16,43.32,108.28,51.03,55.52,47.58,0
717,2017-07-17,37.48,113.26,56.57,86.28,46.66,0
718,2017-07-18,43.82,92.9,66.38,74.44,51.7,0
719,2017-07-19,40.74,108.73,91.08,71.4,38.22,0
720,2017-07-20,33.91,116.83,124.08,40.32,36.61,0
721,2017-07-21,39.91,107.73,50.54,218.34,33.43,0
722,2017-07-22,47.54,98.99,142.17,97.25,39.15,0
723,2017-07-23,35.0,120.98,87.43,108.62,42.19,0
724,2017-07-24,20.42,367.82,73.99,114.22,33.3,0
725,2017-07-25,47.84,159.71,105.82,149.8,33.88,0
726,2017-07-26,40.41,99.36,87.58,34.48,45.74,0
727,2017-07-27,40.27,316.5,124.14,59.19,41.76,0
728,2017-07-28,37.73,90.13,65.98,32.36,31.64,0
729,2017-07-29,29.24,74.84,38.49,28.89,38.19,0
730,2017-07-30,36.74,71.19,80.59,52.43,39.36,0
731,2017-07-31,38.39,96.43,50.69,157.01,31.58,0
732,2017-08-01,93.51,65.51,29.76,39.93,42.75,0
733,2017-08-02,36.57,154.8,58.65,58.06,40.32,0
734,2017-08-03,41.98,99.28,33.87,22.8,44.63,0
735,2017-08-04,32.49,57.04,65.3,71.23,41.77,0
736,2017-08-05,30.03,76.29,49.73,55.59,51.57,0
737,2017-08-06,26.81,102.33,76.58,56.28,54.03,0
738,2017-08-07,26.76,147.32,30.49,146.12,74.49,0
739,2017-08-08,50.2,65.28,23.3,79.31,51.0,0
740,2017-08-09,59.71,93.58,123.21,98.96,54.12,0
741,2017-08-10,56.43,60.01,44.35,77.57,56.79,0
742,2017-08-11,58.61,46.41,88.88,100.84,46.1,0
743,2017-08-12,43.96,116.61,64.43,61.33,34.7,0
744,2017-08-13,51.1,105.8,33.88,43.88,32.69,0
745,2017-08-14,59.04,30.07,68.31,38.91,28.9,0
746,2017-08-15,79.97,92.43,66.57,68.77,49.94,0
747,2017-08-16,56.1,54.62,85.23,40.99,27.87,0
748,2017-08-17,19.95,63.96,33.79,66.82,30.09,0
749,2017-08-18,44.05,45.77,28.82,101.76,27.61,0
750,2017-08-19,40.88,43.13,37.31,44.99,35.21,0
751,2017-08-20,21.98,58.64,35.23,63.98,47.78,0
752,2017-08-21,60.25,63.08,43.16,59.46,40.26,0
753,2017-08-23,50.76,81.93,68.66,54.67,28.69,0
754,2017-08-24,60.87,62.62,48.11,57.63,30.28,0
755,2017-08-25,39.73,53.62,53.54,146.25,35.87,0
756,2017-08-26,52.7,64.75,45.34,110.09,27.68,0
757,2017-08-27,83.79,53.51,69.02,78.62,33.47,0
758,2017-08-28,54.16,132.23,89.47,83.2,50.04,0
759,2017-08-29,53.89,183.07,87.35,77.93,33.16,0
760,2017-08-30,50.16,126.08,37.37,40.35,34.39,0
761,2017-08-31,56.35,107.09,48.71,98.98,28.96,0
762,2017-09-01,48.36,100.53,58.26,85.25,31.75,0
763,2017-09-02,53.75,96.33,86.55,58.82,51.23,0
764,2017-09-03,38.34,113.26,59.16,134.95,74.43,0
765,2017-09-04,42.48,101.24,60.58,138.56,56.81,0
766,2017-09-05,51.12,96.54,52.41,66.76,35.73,0
767,2017-09-06,49.91,107.89,55.96,21.25,29.04,0
768,2017-09-07,53.61,59.25,63.19,84.83,31.95,0
769,2017-09-08,68.85,79.8,38.6,293.42,37.89,0
770,2017-09-09,58.99,48.81,100.31,315.31,51.25,0
771,2017-09-10,36.95,80.69,115.21,44.16,28.25,0
772,2017-09-11,18.21,104.06,32.63,149.18,47.37,0
773,2017-09-12,77.92,72.14,23.45,93.87,32.01,0
774,2017-09-13,28.92,72.47,49.96,54.72,47.02,0
775,2017-09-14,19.19,54.48,213.9,47.87,40.89,0
776,2017-09-15,20.43,136.74,45.26,78.48,36.84,0
777,2017-09-16,15.17,69.32,41.5,95.08,57.09,0
778,2017-09-17,29.81,80.09,53.5,146.87,27.3,0
779,2017-09-18,48.55,113.45,57.77,86.67,33.27,0
780,2017-09-19,56.11,186.93,59.42,42.56,35.42,0
781,2017-09-20,84.26,2400.83,60.46,51.76,74.23,0
782,2017-09-21,38.11,68.5,81.56,147.3,38.72,0
783,2017-09-22,40.71,137.62,109.67,127.55,37.27,0
784,2017-09-23,32.63,115.25,51.19,128.38,22.04,0
785,2017-09-24,30.64,56.93,35.09,50.35,29.26,0
786,2017-09-25,28.54,46.45,52.04,33.19,29.35,0
787,2017-09-26,20.79,89.6,40.0,135.81,34.58,0
788,2017-09-27,37.6,83.12,85.09,9.28,26.98,0
789,2017-09-28,27.36,45.01,37.81,85.63,36.95,0
790,2017-09-29,93.26,153.69,39.67,116.04,90.13,0
791,2017-09-30,24.87,102.29,61.84,78.57,101.18,0
792,2017-10-01,36.05,110.5,40.11,66.03,70.5,0
793,2017-10-02,27.04,106.33,33.49,53.28,40.16,0
794,2017-10-03,35.54,102.82,57.3,86.28,53.11,0
795,2017-10-04,45.99,132.27,121.97,91.51,33.76,0
796,2017-10-05,60.64,91.15,203.08,143.64,42.71,0
797,2017-10-06,38.36,75.04,124.74,134.61,37.81,0
798,2017-10-07,29.45,105.31,77.88,109.96,41.11,0
799,2017-10-08,48.39,92.69,90.61,69.74,41.61,0
800,2017-10-09,20.65,139.41,75.47,197.86,43.77,0
801,2017-10-10,62.1,83.45,90.45,168.81,44.16,0
802,2017-10-11,32.77,138.08,61.28,189.01,46.68,0
803,2017-10-12,87.77,95.92,92.89,437.51,35.6,0
804,2017-10-13,30.43,93.83,44.59,157.85,25.45,0
805,2017-10-14,42.85,112.7,40.23,49.54,31.23,0
806,2017-10-15,56.19,70.52,54.11,72.25,27.69,0
807,2017-10-16,74.67,77.32,106.81,138.66,49.93,0
808,2017-10-17,42.98,145.95,42.97,71.8,70.29,0
809,2017-10-18,64.93,116.23,50.65,51.84,33.08,0
810,2017-10-19,44.69,81.44,38.65,103.39,39.15,0
811,2017-10-20,38.89,84.09,86.51,33.76,34.67,0
812,2017-10-21,46.77,160.36,124.02,181.74,36.3,0
813,2017-10-22,50.03,116.9,204.99,109.44,44.33,0
814,2017-10-23,50.15,121.04,67.25,80.53,36.65,0
815,2017-10-24,50.05,128.93,99.16,85.81,42.63,0
816,2017-10-25,34.72,149.1,31.43,72.97,36.14,0
817,2017-10-26,40.51,217.24,66.02,35.99,32.63,0
818,2017-10-27,56.66,155.35,140.13,143.98,31.42,0
819,2017-10-28,33.33,133.29,130.85,476.04,40.84,0
820,2017-10-29,51.27,89.82,102.96,218.51,30.16,0
821,2017-10-30,235.33,63.97,79.92,152.75,39.55,0
822,2017-10-31,40.67,108.29,108.2,40.74,48.99,0
823,2017-11-01,29.71,71.65,118.68,77.35,28.65,0
824,2017-11-02,50.34,61.42,128.31,119.58,47.98,0
825,2017-11-03,52.53,93.46,41.49,43.33,37.94,0
826,2017-11-04,34.02,70.35,46.7,131.94,33.35,0
827,2017-11-05,43.09,102.71,41.27,51.34,36.89,0
828,2017-11-06,45.52,136.57,60.94,42.87,47.2,0
829,2017-11-07,35.15,91.33,56.95,60.73,36.64,0
830,2017-11-08,52.22,94.73,123.36,58.1,37.02,0
831,2017-11-09,101.3,115.81,62.13,117.53,42.44,0
832,2017-11-10,45.78,106.46,64.99,91.17,61.62,0
833,2017-11-11,10.51,110.16,33.7,398.72,66.46,0
834,2017-11-12,36.76,105.41,76.9,5.0,30.97,0
835,2017-11-13,57.61,108.81,82.87,89.89,36.68,0
836,2017-11-14,43.15,95.85,87.88,160.02,41.08,0
837,2017-11-15,53.02,180.42,37.32,38.48,43.68,0
838,2017-11-16,35.16,332.73,121.42,67.14,33.56,0
839,2017-11-17,61.33,295.13,80.59,59.38,34.37,0
840,2017-11-18,34.57,126.86,181.47,63.96,36.75,0
841,2017-11-19,32.34,77.7,96.03,79.01,44.5,0
842,2017-11-20,45.46,168.6,71.76,55.73,59.97,0
843,2017-11-21,50.36,117.14,140.97,235.31,30.07,0
844,2017-11-22,94.42,106.88,65.37,76.67,35.67,0
845,2017-11-23,44.77,80.28,82.01,35.76,39.77,0
846,2017-11-24,57.72,128.53,50.25,47.72,32.68,0
847,2017-11-25,42.05,76.92,47.61,446.01,46.41,0
848,2017-11-26,31.99,156.77,67.81,67.39,36.7,0
849,2017-11-27,13.67,89.54,85.57,98.46,43.96,0
850,2017-11-28,42.85,162.6,62.85,125.19,44.73,0
851,2017-11-29,38.6,84.32,79.36,72.44,34.78,0
852,2017-11-30,37.1,176.28,70.04,20.88,29.66,0
853,2017-12-01,19.63,16555.85,58.83,60.62,39.4,0
854,2017-12-02,29.97,154.74,64.51,64.07,45.65,0
855,2017-12-03,18.98,109.85,190.26,36.5,25.78,0
856,2017-12-04,30.69,120.45,43.12,81.52,38.4,0
857,2017-12-05,38.1,106.97,64.68,80.14,46.66,0
858,2017-12-06,36.57,90.06,40.49,47.08,32.43,0
859,2017-12-07,32.83,113.16,74.87,89.52,32.37,0
860,2017-12-08,31.76,85.83,76.71,123.57,31.1,0
861,2017-12-09,34.02,123.79,68.48,184.58,26.49,0
862,2017-12-10,32.47,121.2,68.69,115.15,39.14,0
863,2017-12-11,35.42,129.83,111.23,112.83,26.04,0
864,2017-12-12,32.74,83.9,67.08,95.12,51.0,0
865,2017-12-13,60.26,120.14,43.69,57.23,53.17,0
866,2017-12-14,29.3,96.58,81.52,54.62,41.12,0
867,2017-12-15,24.14,70.58,63.44,42.77,21.54,0
868,2017-12-16,32.34,61.54,71.5,38.58,51.02,0
869,2017-12-17,20.89,354.29,100.0,65.87,34.49,0
870,2017-12-18,30.51,88.74,61.72,60.82,30.6,0
871,2017-12-19,24.56,223.56,40.87,91.48,38.29,0
872,2017-12-20,64.98,136.73,98.65,55.15,36.7,0
873,2017-12-21,30.71,80.92,67.54,119.16,56.98,0
874,2017-12-22,22.8,82.06,61.46,75.58,34.93,0
875,2017-12-23,248.09,100.76,97.82,45.45,28.22,0
876,2017-12-24,11.5,168.48,52.85,45.95,43.36,0
877,2017-12-25,54.86,76.32,103.65,46.69,63.34,0
878,2017-12-26,65.18,95.54,70.74,48.9,54.41,0
879,2017-12-27,64.1,114.15,128.7,48.97,30.99,0
880,2017-12-28,66.33,571.12,117.25,71.96,40.12,0
881,2017-12-29,26.49,87.14,47.06,54.03,33.33,0
882,2017-12-30,35.81,242.97,43.57,66.24,31.0,0
883,2017-12-31,22.27,105.25,51.73,59.68,53.27,0
884,2018-01-01,7.67,131.38,160.12,49.22,33.03,0
885,2018-01-02,41.04,136.94,44.84,75.86,56.15,0
886,2018-01-03,43.39,65.12,89.29,65.04,72.05,0
887,2018-01-04,26.42,175.54,150.71,54.8,45.98,0
888,2018-01-05,11.71,138.83,63.39,110.79,41.71,0
889,2018-01-06,28.56,324.17,61.6,40.98,41.59,0
890,2018-01-07,13.52,148.38,54.11,123.81,43.3,0
891,2018-01-08,33.79,143.76,52.96,61.92,28.29,0
892,2018-01-09,49.34,97.78,32.85,93.24,25.76,0
893,2018-01-10,21.44,104.73,87.07,40.58,32.0,0
894,2018-01-11,46.31,84.1,55.99,90.56,36.49,0
895,2018-01-13,42.68,94.19,40.08,8.57,35.69,0
896,2018-01-14,28.31,161.26,60.61,36.28,78.02,0
897,2018-01-15,39.32,106.01,63.88,45.31,41.72,0
898,2018-01-16,33.29,80.94,78.92,41.96,52.07,0
