This file was downloaded on March 20 2018 4:10:21 AM UTC-07:00
Keywords,shoes
Date Range,2015-03-19 - 2018-03-12
Buyer Country: ,AU
Category: ,Men's Shoes
Product Condition: ,Refurbished,Used,New
2016-10-12,52,36.86 USD,1916.91 USD
2016-10-13,46,33.29 USD,1531.52 USD
2016-10-14,26,27.95 USD,726.78 USD
2016-10-15,58,38.67 USD,2242.87 USD
2016-10-16,64,30.58 USD,1956.88 USD
2016-10-17,52,40.15 USD,2088.05 USD
2016-10-18,40,33.11 USD,1324.42 USD
2016-10-19,41,32.41 USD,1328.69 USD
2016-10-20,43,39.92 USD,1716.57 USD
2016-10-21,47,29.91 USD,1405.54 USD
2016-10-22,45,37.23 USD,1675.55 USD
2016-10-23,60,31.25 USD,1875.06 USD
2016-10-24,46,34.08 USD,1567.45 USD
2016-10-25,37,31.01 USD,1147.20 USD
2016-10-26,29,20.42 USD,592.20 USD
2016-10-27,35,31.48 USD,1101.65 USD
2016-10-28,41,33.96 USD,1392.27 USD
2016-10-29,44,29.38 USD,1292.90 USD
2016-10-30,61,32.77 USD,1999.06 USD
2016-10-31,43,34.84 USD,1498.27 USD
2016-11-01,52,30.88 USD,1605.55 USD
2016-11-02,42,32.34 USD,1358.41 USD
2016-11-03,31,32.56 USD,1009.39 USD
2016-11-04,24,29.45 USD,706.79 USD
2016-11-05,38,38.21 USD,1452.13 USD
2016-11-06,67,35.19 USD,2357.82 USD
2016-11-07,41,30.39 USD,1246.10 USD
2016-11-08,65,26.95 USD,1751.82 USD
2016-11-09,32,36.52 USD,1168.62 USD
2016-11-10,38,38.96 USD,1480.61 USD
2016-11-11,65,36.37 USD,2364.05 USD
2016-11-12,60,39.48 USD,2369.03 USD
2016-11-13,37,47.16 USD,1745.02 USD
2016-11-14,39,35.05 USD,1366.85 USD
2016-11-15,47,29.57 USD,1389.56 USD
2016-11-16,31,33.86 USD,1049.75 USD
2016-11-17,17,30.58 USD,519.84 USD
2016-11-18,35,30.24 USD,1058.38 USD
2016-11-19,46,26.05 USD,1198.21 USD
2016-11-20,36,33.34 USD,1200.13 USD
2016-11-21,54,39.61 USD,2139.10 USD
2016-11-22,37,30.30 USD,1120.92 USD
2016-11-23,25,27.73 USD,693.19 USD
2016-11-24,44,28.54 USD,1255.70 USD
2016-11-25,34,29.36 USD,998.21 USD
2016-11-26,52,26.52 USD,1378.90 USD
2016-11-27,54,32.82 USD,1772.51 USD
2016-11-28,54,32.64 USD,1762.72 USD
2016-11-29,27,39.54 USD,1067.52 USD
2016-11-30,41,49.56 USD,2031.76 USD
2016-12-01,43,34.58 USD,1486.99 USD
2016-12-02,44,38.86 USD,1709.74 USD
2016-12-03,43,31.67 USD,1361.67 USD
2016-12-04,71,37.52 USD,2664.03 USD
2016-12-05,40,30.91 USD,1236.52 USD
2016-12-06,37,29.20 USD,1080.27 USD
2016-12-07,44,38.97 USD,1714.52 USD
2016-12-08,39,28.92 USD,1127.84 USD
2016-12-09,45,27.67 USD,1245.13 USD
2016-12-10,38,37.67 USD,1431.36 USD
2016-12-11,61,37.54 USD,2289.72 USD
2016-12-12,43,41.19 USD,1771.31 USD
2016-12-13,38,21.02 USD,798.68 USD
2016-12-14,43,34.78 USD,1495.64 USD
2016-12-15,40,44.25 USD,1770.05 USD
2016-12-16,47,27.20 USD,1278.25 USD
2016-12-17,56,25.38 USD,1421.33 USD
2016-12-18,59,28.86 USD,1703.02 USD
2016-12-19,41,39.09 USD,1602.77 USD
2016-12-20,37,38.27 USD,1415.87 USD
2016-12-21,37,26.37 USD,975.67 USD
2016-12-22,44,28.36 USD,1247.80 USD
2016-12-23,36,34.44 USD,1239.93 USD
2016-12-24,25,30.94 USD,773.41 USD
2016-12-25,22,49.70 USD,1093.30 USD
2016-12-26,48,25.84 USD,1240.41 USD
2016-12-27,29,27.76 USD,805.13 USD
2016-12-28,40,28.70 USD,1148.18 USD
2016-12-29,26,23.91 USD,621.65 USD
2016-12-30,19,41.04 USD,779.83 USD
2016-12-31,23,30.27 USD,696.28 USD
2017-01-01,41,28.06 USD,1150.51 USD
2017-01-02,41,29.34 USD,1202.94 USD
2017-01-03,40,31.06 USD,1242.56 USD
2017-01-04,28,34.58 USD,968.28 USD
2017-01-05,46,29.73 USD,1367.38 USD
2017-01-06,26,44.99 USD,1169.64 USD
2017-01-07,54,29.55 USD,1595.73 USD
2017-01-08,47,32.18 USD,1512.27 USD
2017-01-09,43,27.94 USD,1201.52 USD
2017-01-10,49,29.25 USD,1433.16 USD
2017-01-11,50,24.90 USD,1245.05 USD
2017-01-12,56,32.68 USD,1830.12 USD
2017-01-13,34,32.67 USD,1110.68 USD
2017-01-14,40,37.39 USD,1495.77 USD
2017-01-15,60,27.98 USD,1679.03 USD
2017-01-16,59,45.17 USD,2665.22 USD
2017-01-17,49,29.48 USD,1444.76 USD
2017-01-18,47,26.15 USD,1229.20 USD
2017-01-19,43,31.01 USD,1333.39 USD
2017-01-20,40,22.90 USD,916.12 USD
2017-01-21,45,29.86 USD,1343.48 USD
2017-01-22,52,40.43 USD,2102.54 USD
2017-01-23,49,35.01 USD,1715.27 USD
2017-01-24,41,23.90 USD,979.80 USD
2017-01-25,36,37.27 USD,1341.80 USD
2017-01-26,31,33.07 USD,1025.11 USD
2017-01-27,57,31.38 USD,1788.78 USD
2017-01-28,50,30.77 USD,1538.44 USD
2017-01-29,78,23.95 USD,1868.39 USD
2017-01-30,48,32.39 USD,1554.87 USD
2017-01-31,52,40.82 USD,2122.55 USD
2017-02-01,49,34.03 USD,1667.23 USD
2017-02-02,51,32.11 USD,1637.83 USD
2017-02-03,40,29.94 USD,1197.77 USD
2017-02-04,54,29.49 USD,1592.45 USD
2017-02-05,56,40.66 USD,2276.80 USD
2017-02-06,50,40.14 USD,2007.07 USD
2017-02-07,52,34.65 USD,1802.04 USD
2017-02-08,45,31.99 USD,1439.71 USD
2017-02-09,38,28.20 USD,1071.74 USD
2017-02-10,39,35.81 USD,1396.52 USD
2017-02-11,61,24.84 USD,1515.22 USD
2017-02-12,51,36.16 USD,1844.28 USD
2017-02-13,74,35.04 USD,2593.01 USD
2017-02-14,51,38.06 USD,1941.14 USD
2017-02-15,73,31.93 USD,2330.97 USD
2017-02-16,53,30.51 USD,1616.99 USD
2017-02-17,31,40.42 USD,1253.10 USD
2017-02-18,57,32.16 USD,1833.08 USD
2017-02-19,67,32.05 USD,2147.49 USD
2017-02-20,48,26.59 USD,1276.54 USD
2017-02-21,38,34.10 USD,1295.75 USD
2017-02-22,50,35.27 USD,1763.54 USD
2017-02-23,42,40.91 USD,1718.11 USD
2017-02-24,42,25.94 USD,1089.55 USD
2017-02-25,62,30.88 USD,1914.76 USD
2017-02-26,67,35.15 USD,2354.97 USD
2017-02-27,37,36.14 USD,1337.09 USD
2017-02-28,50,30.39 USD,1519.66 USD
2017-03-01,39,30.83 USD,1202.37 USD
2017-03-02,55,26.77 USD,1472.32 USD
2017-03-03,47,45.88 USD,2156.49 USD
2017-03-04,57,34.68 USD,1976.59 USD
2017-03-05,70,39.15 USD,2740.15 USD
2017-03-06,46,30.92 USD,1422.22 USD
2017-03-07,48,44.56 USD,2138.99 USD
2017-03-08,41,35.55 USD,1457.42 USD
2017-03-09,44,37.49 USD,1649.77 USD
2017-03-10,39,24.81 USD,967.73 USD
2017-03-11,55,34.29 USD,1886.00 USD
2017-03-12,59,32.34 USD,1908.27 USD
2017-03-13,38,34.07 USD,1294.54 USD
2017-03-14,19,29.44 USD,559.38 USD
2017-03-15,41,30.88 USD,1265.95 USD
2017-03-16,45,34.85 USD,1568.31 USD
2017-03-17,41,42.10 USD,1726.08 USD
2017-03-18,46,38.24 USD,1758.96 USD
2017-03-19,0,0.00 USD,0.00 USD
2017-03-20,67,32.18 USD,2155.84 USD
2017-03-21,51,38.98 USD,1988.17 USD
2017-03-22,43,24.23 USD,1041.74 USD
2017-03-23,36,34.33 USD,1236.00 USD
2017-03-24,32,36.74 USD,1175.58 USD
2017-03-25,40,39.95 USD,1598.01 USD
2017-03-26,55,32.00 USD,1760.01 USD
2017-03-27,39,22.87 USD,891.76 USD
2017-03-28,45,29.17 USD,1312.81 USD
2017-03-29,33,55.21 USD,1821.94 USD
2017-03-30,46,38.09 USD,1751.91 USD
2017-03-31,47,35.63 USD,1674.50 USD
2017-04-01,42,24.83 USD,1042.65 USD
2017-04-02,72,31.34 USD,2256.77 USD
2017-04-03,33,42.63 USD,1406.83 USD
2017-04-04,42,47.46 USD,1993.49 USD
2017-04-05,54,35.07 USD,1893.70 USD
2017-04-06,34,27.01 USD,918.44 USD
2017-04-07,30,31.79 USD,953.60 USD
2017-04-08,38,30.26 USD,1149.88 USD
2017-04-09,84,29.65 USD,2490.97 USD
2017-04-10,49,39.08 USD,1915.06 USD
2017-04-11,52,35.18 USD,1829.41 USD
2017-04-12,42,36.16 USD,1518.57 USD
2017-04-13,46,39.67 USD,1824.63 USD
2017-04-14,48,30.52 USD,1464.85 USD
2017-04-15,56,31.82 USD,1781.93 USD
2017-04-16,71,43.25 USD,3070.88 USD
2017-04-17,41,24.99 USD,1024.60 USD
2017-04-18,44,32.52 USD,1430.93 USD
2017-04-19,44,41.11 USD,1808.70 USD
2017-04-20,39,26.38 USD,1028.72 USD
2017-04-21,36,29.86 USD,1074.98 USD
2017-04-22,37,26.07 USD,964.73 USD
2017-04-23,60,40.21 USD,2412.54 USD
2017-04-24,54,28.52 USD,1540.04 USD
2017-04-25,31,29.19 USD,904.75 USD
2017-04-26,34,33.36 USD,1134.25 USD
2017-04-27,45,29.65 USD,1334.40 USD
2017-04-28,39,25.58 USD,997.81 USD
2017-04-29,47,26.54 USD,1247.15 USD
2017-04-30,57,26.53 USD,1512.07 USD
2017-05-01,66,30.58 USD,2018.32 USD
2017-05-02,65,30.53 USD,1984.22 USD
2017-05-03,60,39.32 USD,2359.27 USD
2017-05-04,48,35.44 USD,1700.97 USD
2017-05-05,31,24.30 USD,753.37 USD
2017-05-06,45,30.55 USD,1374.63 USD
2017-05-07,72,31.44 USD,2263.92 USD
2017-05-08,42,39.65 USD,1665.28 USD
2017-05-09,37,39.65 USD,1467.10 USD
2017-05-10,49,33.26 USD,1629.60 USD
2017-05-11,43,44.65 USD,1919.76 USD
2017-05-12,45,32.85 USD,1478.14 USD
2017-05-13,59,35.25 USD,2079.99 USD
2017-05-14,64,31.37 USD,2007.90 USD
2017-05-15,43,37.50 USD,1612.62 USD
2017-05-16,46,36.07 USD,1659.38 USD
2017-05-17,44,25.93 USD,1140.85 USD
2017-05-18,46,29.18 USD,1342.05 USD
2017-05-19,37,30.00 USD,1109.87 USD
2017-05-20,38,29.95 USD,1138.12 USD
2017-05-21,52,32.27 USD,1677.81 USD
2017-05-22,47,37.72 USD,1772.61 USD
2017-05-23,43,28.50 USD,1225.43 USD
2017-05-24,46,31.99 USD,1471.49 USD
2017-05-25,46,34.45 USD,1584.54 USD
2017-05-26,32,37.97 USD,1215.05 USD
2017-05-27,34,27.47 USD,934.01 USD
2017-05-28,62,38.32 USD,2375.70 USD
2017-05-29,32,41.29 USD,1321.20 USD
2017-05-30,46,43.70 USD,2010.14 USD
2017-05-31,47,30.14 USD,1416.61 USD
2017-06-01,46,25.21 USD,1159.62 USD
2017-06-02,39,28.92 USD,1127.69 USD
2017-06-03,46,27.07 USD,1245.03 USD
2017-06-04,63,37.38 USD,2354.67 USD
2017-06-05,47,34.83 USD,1637.06 USD
2017-06-06,45,30.27 USD,1362.26 USD
2017-06-07,40,32.90 USD,1315.96 USD
2017-06-08,50,41.61 USD,2080.53 USD
2017-06-09,46,29.20 USD,1342.99 USD
2017-06-10,57,24.91 USD,1420.12 USD
2017-06-11,53,34.10 USD,1807.52 USD
2017-06-12,48,36.06 USD,1730.78 USD
2017-06-13,55,27.05 USD,1487.54 USD
2017-06-14,31,33.85 USD,1049.26 USD
2017-06-15,52,37.53 USD,1951.52 USD
2017-06-16,42,38.14 USD,1601.73 USD
2017-06-17,46,34.21 USD,1573.44 USD
2017-06-18,66,30.03 USD,1982.25 USD
2017-06-19,44,28.15 USD,1238.40 USD
2017-06-20,41,35.44 USD,1453.18 USD
2017-06-21,34,28.55 USD,970.78 USD
2017-06-22,33,31.07 USD,1025.36 USD
2017-06-23,41,38.79 USD,1590.21 USD
2017-06-24,38,38.12 USD,1448.69 USD
2017-06-25,56,38.58 USD,2160.74 USD
2017-06-26,40,49.81 USD,1992.28 USD
2017-06-27,32,31.47 USD,1007.11 USD
2017-06-28,30,34.57 USD,1037.18 USD
2017-06-29,45,31.33 USD,1409.64 USD
2017-06-30,47,44.18 USD,2076.57 USD
2017-07-01,26,36.05 USD,937.26 USD
2017-07-02,56,36.65 USD,2052.60 USD
2017-07-03,45,38.10 USD,1714.42 USD
2017-07-04,55,35.22 USD,1937.12 USD
2017-07-05,44,34.27 USD,1507.77 USD
2017-07-06,43,35.16 USD,1511.91 USD
2017-07-07,38,31.77 USD,1207.08 USD
2017-07-08,45,33.64 USD,1513.99 USD
2017-07-09,67,31.73 USD,2125.99 USD
2017-07-10,53,33.70 USD,1786.06 USD
2017-07-11,45,24.83 USD,1117.29 USD
2017-07-12,34,29.58 USD,1005.59 USD
2017-07-13,40,26.77 USD,1070.73 USD
2017-07-14,37,39.87 USD,1475.21 USD
2017-07-15,53,38.19 USD,2024.27 USD
2017-07-16,71,38.38 USD,2725.11 USD
2017-07-17,45,44.44 USD,1999.97 USD
2017-07-18,55,37.23 USD,2047.86 USD
2017-07-19,45,30.64 USD,1378.94 USD
2017-07-20,50,39.83 USD,1991.56 USD
2017-07-21,43,36.25 USD,1558.61 USD
2017-07-22,46,51.20 USD,2355.14 USD
2017-07-23,48,26.88 USD,1290.44 USD
2017-07-24,46,38.53 USD,1772.31 USD
2017-07-25,46,31.54 USD,1450.81 USD
2017-07-26,45,34.72 USD,1562.40 USD
2017-07-27,40,27.98 USD,1119.17 USD
2017-07-28,21,41.71 USD,875.98 USD
2017-07-29,37,30.48 USD,1127.73 USD
2017-07-30,58,32.61 USD,1891.21 USD
2017-07-31,23,30.88 USD,710.20 USD
2017-08-01,40,30.58 USD,1223.25 USD
2017-08-02,27,43.33 USD,1169.79 USD
2017-08-03,36,35.85 USD,1290.53 USD
2017-08-04,42,29.38 USD,1234.16 USD
2017-08-05,43,37.77 USD,1624.25 USD
2017-08-06,52,29.71 USD,1545.12 USD
2017-08-07,29,45.60 USD,1322.40 USD
2017-08-08,32,41.47 USD,1327.14 USD
2017-08-09,38,37.30 USD,1417.41 USD
2017-08-10,37,36.96 USD,1367.69 USD
2017-08-11,34,37.20 USD,1264.96 USD
2017-08-12,33,30.36 USD,1001.84 USD
2017-08-13,47,39.43 USD,1853.28 USD
2017-08-14,41,33.17 USD,1359.99 USD
2017-08-15,26,36.56 USD,950.63 USD
2017-08-16,36,33.62 USD,1210.26 USD
2017-08-17,27,44.38 USD,1198.35 USD
2017-08-18,36,33.40 USD,1202.27 USD
2017-08-19,42,39.18 USD,1645.73 USD
2017-08-20,65,37.03 USD,2406.69 USD
2017-08-21,38,39.29 USD,1493.19 USD
2017-08-22,1,21.36 USD,21.36 USD
2017-08-23,32,32.67 USD,1045.56 USD
2017-08-24,35,35.07 USD,1227.46 USD
2017-08-25,41,31.82 USD,1304.71 USD
2017-08-26,40,40.08 USD,1603.38 USD
2017-08-27,46,30.35 USD,1395.95 USD
2017-08-28,33,29.22 USD,964.33 USD
2017-08-29,43,32.97 USD,1417.67 USD
2017-08-30,36,55.97 USD,2015.00 USD
2017-08-31,33,34.23 USD,1129.51 USD
2017-09-01,33,35.96 USD,1186.53 USD
2017-09-02,30,28.18 USD,845.38 USD
2017-09-03,57,32.58 USD,1857.20 USD
2017-09-04,31,34.74 USD,1076.88 USD
2017-09-05,41,30.54 USD,1252.32 USD
2017-09-06,23,32.10 USD,738.41 USD
2017-09-07,24,34.45 USD,826.89 USD
2017-09-08,32,48.89 USD,1564.44 USD
2017-09-09,34,38.64 USD,1313.85 USD
2017-09-10,50,31.28 USD,1563.79 USD
2017-09-11,32,26.38 USD,844.20 USD
2017-09-12,28,58.38 USD,1634.65 USD
2017-09-13,27,43.00 USD,1161.09 USD
2017-09-14,25,33.51 USD,837.79 USD
2017-09-15,32,23.61 USD,755.58 USD
2017-09-16,35,34.06 USD,1192.16 USD
2017-09-17,46,33.00 USD,1517.93 USD
2017-09-18,33,47.08 USD,1553.58 USD
2017-09-19,41,36.58 USD,1499.84 USD
2017-09-20,26,46.38 USD,1205.83 USD
2017-09-21,36,43.74 USD,1574.59 USD
2017-09-22,33,47.74 USD,1575.56 USD
2017-09-23,32,32.34 USD,1034.89 USD
2017-09-24,54,32.31 USD,1744.52 USD
2017-09-25,32,25.03 USD,801.00 USD
2017-09-26,39,43.47 USD,1695.52 USD
2017-09-27,31,49.62 USD,1538.13 USD
2017-09-28,27,23.29 USD,628.84 USD
2017-09-29,24,38.59 USD,926.23 USD
2017-09-30,54,40.34 USD,2178.28 USD
2017-10-01,55,38.97 USD,2143.56 USD
2017-10-02,32,35.70 USD,1142.38 USD
2017-10-03,40,37.06 USD,1482.36 USD
2017-10-04,35,32.69 USD,1144.30 USD
2017-10-05,33,28.86 USD,952.41 USD
2017-10-06,31,50.76 USD,1573.68 USD
2017-10-07,27,37.12 USD,1002.12 USD
2017-10-08,42,31.14 USD,1307.69 USD
2017-10-09,47,44.37 USD,2085.56 USD
2017-10-10,48,30.17 USD,1448.19 USD
2017-10-11,34,37.34 USD,1269.62 USD
2017-10-12,50,28.27 USD,1413.52 USD
2017-10-13,33,32.95 USD,1087.33 USD
2017-10-14,44,36.51 USD,1606.63 USD
2017-10-15,36,34.37 USD,1237.35 USD
2017-10-16,35,40.28 USD,1409.68 USD
2017-10-17,30,39.12 USD,1173.49 USD
2017-10-18,29,50.55 USD,1465.92 USD
2017-10-19,42,23.37 USD,981.65 USD
2017-10-20,35,31.78 USD,1112.46 USD
2017-10-21,36,29.84 USD,1074.12 USD
2017-10-22,47,35.24 USD,1656.13 USD
2017-10-23,39,35.59 USD,1388.18 USD
2017-10-24,41,35.99 USD,1475.61 USD
2017-10-25,37,28.13 USD,1040.68 USD
2017-10-26,34,34.91 USD,1186.96 USD
2017-10-27,39,25.91 USD,1010.35 USD
2017-10-28,36,28.93 USD,1041.54 USD
2017-10-29,39,26.53 USD,1034.86 USD
2017-10-30,31,39.95 USD,1238.36 USD
2017-10-31,43,32.44 USD,1394.88 USD
2017-11-01,35,23.83 USD,834.16 USD
2017-11-02,39,31.54 USD,1230.14 USD
2017-11-03,26,51.51 USD,1339.16 USD
2017-11-04,30,24.02 USD,720.50 USD
2017-11-05,55,34.89 USD,1918.83 USD
2017-11-06,39,30.13 USD,1175.21 USD
2017-11-07,41,35.10 USD,1439.23 USD
2017-11-08,38,27.23 USD,1034.58 USD
2017-11-09,36,27.46 USD,988.67 USD
2017-11-10,34,51.87 USD,1763.42 USD
2017-11-11,27,29.45 USD,795.23 USD
2017-11-12,50,24.12 USD,1205.75 USD
2017-11-13,37,36.70 USD,1358.03 USD
2017-11-14,40,25.07 USD,1002.89 USD
2017-11-15,52,42.11 USD,2189.95 USD
2017-11-16,49,39.38 USD,1929.44 USD
2017-11-17,41,30.27 USD,1241.20 USD
2017-11-18,40,33.09 USD,1323.45 USD
2017-11-19,55,36.30 USD,1996.36 USD
2017-11-20,50,37.05 USD,1852.59 USD
2017-11-21,45,31.90 USD,1435.56 USD
2017-11-22,37,31.70 USD,1173.02 USD
2017-11-23,41,29.35 USD,1203.35 USD
2017-11-24,47,37.00 USD,1738.92 USD
2017-11-25,69,24.43 USD,1685.61 USD
2017-11-26,68,29.99 USD,2039.64 USD
2017-11-27,49,43.83 USD,2147.78 USD
2017-11-28,39,31.81 USD,1240.67 USD
2017-11-29,36,29.16 USD,1049.75 USD
2017-11-30,31,43.68 USD,1353.95 USD
2017-12-01,35,34.03 USD,1191.10 USD
2017-12-02,48,34.50 USD,1656.23 USD
2017-12-03,43,34.02 USD,1462.99 USD
2017-12-04,40,35.23 USD,1409.07 USD
2017-12-05,57,29.23 USD,1665.86 USD
2017-12-06,60,27.65 USD,1659.28 USD
2017-12-07,45,29.99 USD,1349.51 USD
2017-12-08,50,33.66 USD,1683.13 USD
2017-12-09,57,28.73 USD,1637.53 USD
2017-12-10,45,29.20 USD,1313.85 USD
2017-12-11,44,33.12 USD,1457.34 USD
2017-12-12,39,39.70 USD,1548.46 USD
2017-12-13,44,30.48 USD,1341.10 USD
2017-12-14,40,41.55 USD,1661.85 USD
2017-12-15,34,35.83 USD,1218.09 USD
2017-12-16,45,28.49 USD,1282.24 USD
2017-12-17,39,26.60 USD,1037.35 USD
2017-12-18,36,43.32 USD,1559.66 USD
2017-12-19,34,35.04 USD,1191.32 USD
2017-12-20,37,29.32 USD,1084.96 USD
2017-12-21,29,35.34 USD,1024.90 USD
2017-12-22,23,33.03 USD,759.64 USD
2017-12-23,30,26.86 USD,805.77 USD
2017-12-24,24,29.30 USD,703.29 USD
2017-12-25,22,47.00 USD,1033.93 USD
2017-12-26,31,29.46 USD,913.39 USD
2017-12-27,32,43.66 USD,1397.19 USD
2017-12-28,35,39.65 USD,1387.92 USD
2017-12-29,24,27.71 USD,665.03 USD
2017-12-30,24,35.64 USD,855.44 USD
2017-12-31,32,29.82 USD,954.09 USD
2018-01-01,32,34.05 USD,1089.75 USD
2018-01-02,35,29.94 USD,1048.07 USD
2018-01-03,28,41.97 USD,1175.13 USD
2018-01-04,13,40.36 USD,524.70 USD
2018-01-05,26,31.31 USD,813.96 USD
2018-01-06,34,37.92 USD,1289.14 USD
2018-01-07,53,34.96 USD,1852.80 USD
2018-01-08,35,30.83 USD,1078.90 USD
2018-01-09,57,35.89 USD,2045.65 USD
2018-01-10,44,32.21 USD,1417.10 USD
2018-01-11,57,30.57 USD,1742.34 USD
2018-01-12,33,34.62 USD,1142.33 USD
2018-01-13,36,27.65 USD,995.29 USD
2018-01-14,65,54.57 USD,3547.09 USD
2018-01-15,37,30.78 USD,1138.96 USD
2018-01-16,49,48.33 USD,2368.02 USD
2018-01-17,42,32.02 USD,1344.72 USD
2018-01-18,43,32.65 USD,1404.05 USD
2018-01-19,44,41.09 USD,1807.74 USD
2018-01-20,38,35.54 USD,1350.42 USD
2018-01-21,53,32.97 USD,1747.40 USD
2018-01-22,44,29.77 USD,1309.91 USD
2018-01-23,45,26.80 USD,1206.17 USD
2018-01-24,36,31.67 USD,1140.28 USD
2018-01-25,39,39.23 USD,1529.85 USD
2018-01-26,40,55.37 USD,2214.67 USD
2018-01-27,41,25.65 USD,1051.83 USD
2018-01-28,45,29.54 USD,1329.49 USD
2018-01-29,45,39.12 USD,1760.43 USD
2018-01-30,36,30.23 USD,1088.25 USD
2018-01-31,38,27.41 USD,1041.50 USD
2018-02-01,34,27.33 USD,929.22 USD
2018-02-02,32,39.47 USD,1263.16 USD
2018-02-03,33,37.06 USD,1222.88 USD
2018-02-04,56,42.68 USD,2389.88 USD
2018-02-05,40,38.27 USD,1530.82 USD
2018-02-06,47,28.34 USD,1331.75 USD
2018-02-07,32,44.10 USD,1411.34 USD
2018-02-08,36,30.50 USD,1098.02 USD
2018-02-09,32,44.84 USD,1434.83 USD
2018-02-10,38,41.75 USD,1586.49 USD
2018-02-11,52,31.67 USD,1646.85 USD
2018-02-12,43,37.23 USD,1600.83 USD
2018-02-13,28,31.75 USD,889.05 USD
2018-02-14,38,29.61 USD,1125.10 USD
2018-02-15,22,23.16 USD,509.46 USD
2018-02-16,27,26.01 USD,702.36 USD
2018-02-17,43,32.27 USD,1387.65 USD
2018-02-18,41,40.12 USD,1645.11 USD
2018-02-19,41,31.89 USD,1307.49 USD
2018-02-20,47,34.80 USD,1635.67 USD
2018-02-21,44,35.79 USD,1574.74 USD
2018-02-22,40,29.28 USD,1171.14 USD
2018-02-23,35,42.55 USD,1489.10 USD
2018-02-24,58,40.01 USD,2320.79 USD
2018-02-25,48,33.52 USD,1608.84 USD
2018-02-26,54,39.68 USD,2142.72 USD
2018-02-27,37,32.59 USD,1205.70 USD
2018-02-28,38,44.69 USD,1698.30 USD
2018-03-01,28,49.41 USD,1383.45 USD
2018-03-02,32,40.05 USD,1281.49 USD
2018-03-03,46,40.37 USD,1857.21 USD
2018-03-04,62,35.54 USD,2203.46 USD
2018-03-05,49,35.37 USD,1733.05 USD
2018-03-06,30,46.17 USD,1385.04 USD
2018-03-07,28,26.24 USD,734.71 USD
2018-03-08,29,38.55 USD,1117.90 USD
2018-03-09,5,35.67 USD,178.34 USD
2018-03-10,76,36.42 USD,2768.22 USD
2018-03-11,58,29.34 USD,1701.60 USD
2018-03-12,38,27.45 USD,1042.94 USD
