This file was downloaded on March 20 2018 4:30:20 AM UTC-07:00
Keywords,leather shoes
Date Range,2015-03-19 - 2018-03-12
Buyer Country: ,AU
Category: ,Men's Shoes
Product Condition: ,Refurbished,Used,New
2016-10-11,30,65.30 USD,1958.95 USD
2016-10-12,34,63.15 USD,2147.14 USD
2016-10-13,40,69.18 USD,2767.16 USD
2016-10-14,42,64.63 USD,2714.55 USD
2016-10-15,42,68.25 USD,2866.68 USD
2016-10-16,46,69.47 USD,3195.51 USD
2016-10-17,31,70.71 USD,2192.14 USD
2016-10-18,31,71.70 USD,2222.76 USD
2016-10-19,34,72.52 USD,2465.70 USD
2016-10-20,35,71.50 USD,2502.51 USD
2016-10-21,35,73.00 USD,2555.16 USD
2016-10-22,39,68.87 USD,2685.86 USD
2016-10-23,43,61.76 USD,2655.76 USD
2016-10-24,33,75.75 USD,2499.87 USD
2016-10-25,31,64.33 USD,1994.23 USD
2016-10-26,34,62.56 USD,2127.09 USD
2016-10-27,27,58.41 USD,1577.12 USD
2016-10-28,25,60.50 USD,1512.43 USD
2016-10-29,34,69.83 USD,2374.29 USD
2016-10-30,38,62.34 USD,2368.82 USD
2016-10-31,33,68.72 USD,2267.79 USD
2016-11-01,47,57.68 USD,2710.97 USD
2016-11-02,35,55.68 USD,1948.63 USD
2016-11-03,30,62.25 USD,1867.54 USD
2016-11-04,31,70.06 USD,2171.98 USD
2016-11-05,33,74.15 USD,2446.91 USD
2016-11-06,40,60.13 USD,2405.34 USD
2016-11-07,27,63.73 USD,1720.68 USD
2016-11-08,22,87.31 USD,1920.78 USD
2016-11-09,32,67.11 USD,2147.37 USD
2016-11-10,42,80.08 USD,3363.28 USD
2016-11-11,37,56.95 USD,2107.04 USD
2016-11-12,35,66.92 USD,2342.22 USD
2016-11-13,40,67.82 USD,2712.71 USD
2016-11-14,39,76.80 USD,2995.30 USD
2016-11-15,33,63.47 USD,2094.49 USD
2016-11-16,37,62.78 USD,2322.77 USD
2016-11-17,36,53.96 USD,1942.51 USD
2016-11-18,50,74.92 USD,3745.80 USD
2016-11-19,43,65.42 USD,2813.12 USD
2016-11-20,42,68.76 USD,2888.06 USD
2016-11-21,40,70.05 USD,2802.15 USD
2016-11-22,38,62.50 USD,2374.94 USD
2016-11-23,37,66.96 USD,2477.66 USD
2016-11-24,34,71.24 USD,2422.06 USD
2016-11-25,30,62.28 USD,1868.29 USD
2016-11-26,33,64.69 USD,2134.89 USD
2016-11-27,50,64.36 USD,3218.21 USD
2016-11-28,43,63.44 USD,2727.79 USD
2016-11-29,43,64.35 USD,2766.94 USD
2016-11-30,39,70.23 USD,2738.78 USD
2016-12-01,39,66.51 USD,2593.85 USD
2016-12-02,25,57.66 USD,1441.55 USD
2016-12-03,22,66.99 USD,1473.76 USD
2016-12-04,33,60.21 USD,1986.87 USD
2016-12-05,33,63.98 USD,2111.34 USD
2016-12-06,34,63.27 USD,2151.33 USD
2016-12-07,39,76.71 USD,2991.64 USD
2016-12-08,29,74.53 USD,2161.48 USD
2016-12-09,32,76.00 USD,2431.84 USD
2016-12-10,24,56.59 USD,1358.15 USD
2016-12-11,33,60.78 USD,2005.71 USD
2016-12-12,28,64.15 USD,1796.21 USD
2016-12-13,24,65.02 USD,1560.53 USD
2016-12-14,24,57.79 USD,1386.98 USD
2016-12-15,25,63.07 USD,1576.83 USD
2016-12-16,18,71.16 USD,1280.80 USD
2016-12-17,24,69.24 USD,1661.72 USD
2016-12-18,20,71.83 USD,1436.55 USD
2016-12-19,19,60.86 USD,1156.30 USD
2016-12-20,22,60.83 USD,1338.26 USD
2016-12-21,24,54.90 USD,1317.51 USD
2016-12-22,18,64.30 USD,1157.48 USD
2016-12-23,16,51.63 USD,826.10 USD
2016-12-24,10,57.49 USD,574.94 USD
2016-12-25,29,67.54 USD,1958.52 USD
2016-12-26,28,44.55 USD,1247.36 USD
2016-12-27,37,59.00 USD,2182.93 USD
2016-12-28,34,62.51 USD,2125.45 USD
2016-12-29,32,58.59 USD,1874.89 USD
2016-12-30,27,71.91 USD,1941.47 USD
2016-12-31,9,48.70 USD,438.26 USD
2017-01-01,36,59.38 USD,2137.57 USD
2017-01-02,26,70.67 USD,1837.35 USD
2017-01-03,48,65.43 USD,3140.71 USD
2017-01-04,51,63.62 USD,3244.59 USD
2017-01-05,44,61.05 USD,2686.28 USD
2017-01-06,29,60.89 USD,1765.78 USD
2017-01-07,29,68.52 USD,1987.00 USD
2017-01-08,29,58.53 USD,1697.32 USD
2017-01-09,53,66.17 USD,3506.80 USD
2017-01-10,54,59.62 USD,3219.71 USD
2017-01-11,45,57.23 USD,2575.39 USD
2017-01-12,24,55.42 USD,1330.05 USD
2017-01-13,38,73.12 USD,2778.37 USD
2017-01-14,45,60.70 USD,2731.31 USD
2017-01-15,49,60.57 USD,2967.80 USD
2017-01-16,45,68.59 USD,3086.52 USD
2017-01-17,49,61.03 USD,2990.24 USD
2017-01-18,34,58.90 USD,2002.51 USD
2017-01-19,34,65.34 USD,2221.43 USD
2017-01-20,30,66.78 USD,2003.33 USD
2017-01-21,41,57.39 USD,2352.79 USD
2017-01-22,36,58.98 USD,2123.13 USD
2017-01-23,44,64.31 USD,2829.80 USD
2017-01-24,39,60.30 USD,2351.79 USD
2017-01-25,39,61.41 USD,2395.05 USD
2017-01-26,43,57.87 USD,2488.59 USD
2017-01-27,36,66.35 USD,2388.73 USD
2017-01-28,30,59.99 USD,1799.84 USD
2017-01-29,38,71.29 USD,2709.15 USD
2017-01-30,35,61.07 USD,2137.37 USD
2017-01-31,29,64.57 USD,1872.53 USD
2017-02-01,35,67.47 USD,2361.32 USD
2017-02-02,21,79.04 USD,1659.80 USD
2017-02-03,21,63.18 USD,1326.75 USD
2017-02-04,36,70.23 USD,2528.16 USD
2017-02-05,26,66.73 USD,1734.91 USD
2017-02-06,34,74.31 USD,2526.59 USD
2017-02-07,36,69.16 USD,2489.79 USD
2017-02-08,27,87.34 USD,2358.16 USD
2017-02-09,43,69.00 USD,2967.17 USD
2017-02-10,21,65.09 USD,1366.92 USD
2017-02-11,25,66.03 USD,1650.77 USD
2017-02-12,47,71.18 USD,3345.43 USD
2017-02-13,31,62.44 USD,1935.79 USD
2017-02-14,41,64.61 USD,2648.93 USD
2017-02-15,30,65.20 USD,1955.97 USD
2017-02-16,27,69.08 USD,1865.23 USD
2017-02-17,23,70.44 USD,1620.23 USD
2017-02-18,36,71.16 USD,2561.59 USD
2017-02-19,37,70.72 USD,2616.54 USD
2017-02-20,41,70.14 USD,2875.62 USD
2017-02-21,41,66.86 USD,2741.27 USD
2017-02-22,32,62.85 USD,2011.27 USD
2017-02-23,34,64.04 USD,2177.44 USD
2017-02-24,18,66.53 USD,1197.61 USD
2017-02-25,37,62.05 USD,2295.95 USD
2017-02-26,25,74.54 USD,1863.62 USD
2017-02-27,29,55.55 USD,1610.98 USD
2017-02-28,35,67.91 USD,2376.95 USD
2017-03-01,31,66.09 USD,2048.67 USD
2017-03-02,29,67.30 USD,1951.73 USD
2017-03-03,20,60.64 USD,1212.85 USD
2017-03-04,28,69.32 USD,1941.03 USD
2017-03-05,30,75.62 USD,2268.53 USD
2017-03-06,32,60.79 USD,1945.40 USD
2017-03-07,41,70.53 USD,2891.67 USD
2017-03-08,40,56.46 USD,2258.52 USD
2017-03-09,22,64.28 USD,1414.08 USD
2017-03-10,21,65.47 USD,1374.77 USD
2017-03-11,28,68.33 USD,1913.14 USD
2017-03-12,31,65.98 USD,2045.41 USD
2017-03-13,22,71.50 USD,1572.93 USD
2017-03-14,28,70.82 USD,1983.08 USD
2017-03-15,24,58.68 USD,1408.22 USD
2017-03-16,32,62.95 USD,2014.53 USD
2017-03-17,25,68.41 USD,1710.14 USD
2017-03-18,35,64.99 USD,2274.62 USD
2017-03-19,12,82.64 USD,991.72 USD
2017-03-20,33,64.87 USD,2140.74 USD
2017-03-21,41,60.48 USD,2479.85 USD
2017-03-22,44,62.82 USD,2764.18 USD
2017-03-23,30,62.57 USD,1877.09 USD
2017-03-24,33,62.70 USD,2069.02 USD
2017-03-25,30,59.99 USD,1799.79 USD
2017-03-26,38,57.03 USD,2167.22 USD
2017-03-27,36,74.09 USD,2667.21 USD
2017-03-28,33,56.07 USD,1850.38 USD
2017-03-29,49,56.28 USD,2757.95 USD
2017-03-30,41,65.84 USD,2699.24 USD
2017-03-31,32,62.97 USD,2015.14 USD
2017-04-01,27,62.83 USD,1696.31 USD
2017-04-02,33,68.89 USD,2273.26 USD
2017-04-03,45,63.33 USD,2850.06 USD
2017-04-04,33,71.20 USD,2349.49 USD
2017-04-05,41,59.00 USD,2419.06 USD
2017-04-06,42,53.47 USD,2245.63 USD
2017-04-07,31,56.86 USD,1762.66 USD
2017-04-08,41,59.54 USD,2441.08 USD
2017-04-09,48,65.18 USD,3128.78 USD
2017-04-10,39,65.28 USD,2545.81 USD
2017-04-11,34,66.59 USD,2263.99 USD
2017-04-12,34,58.42 USD,1986.34 USD
2017-04-13,33,63.15 USD,2083.95 USD
2017-04-14,20,62.80 USD,1256.05 USD
2017-04-15,19,61.24 USD,1163.58 USD
2017-04-16,33,56.51 USD,1864.96 USD
2017-04-17,34,68.19 USD,2318.56 USD
2017-04-18,31,68.17 USD,2113.15 USD
2017-04-19,37,63.52 USD,2350.25 USD
2017-04-20,36,66.15 USD,2381.32 USD
2017-04-21,37,64.53 USD,2387.54 USD
2017-04-22,22,61.84 USD,1360.50 USD
2017-04-23,37,61.08 USD,2259.98 USD
2017-04-24,37,58.32 USD,2157.80 USD
2017-04-25,34,68.59 USD,2332.04 USD
2017-04-26,39,55.72 USD,2172.96 USD
2017-04-27,41,85.81 USD,3518.22 USD
2017-04-28,50,52.89 USD,2644.73 USD
2017-04-29,43,51.85 USD,2229.53 USD
2017-04-30,37,61.25 USD,2266.09 USD
2017-05-01,38,58.65 USD,2228.76 USD
2017-05-02,52,67.53 USD,3511.66 USD
2017-05-03,20,63.14 USD,1262.89 USD
2017-05-04,30,62.00 USD,1860.08 USD
2017-05-05,36,63.62 USD,2290.38 USD
2017-05-06,31,63.01 USD,1953.27 USD
2017-05-07,36,60.12 USD,2164.22 USD
2017-05-08,43,64.37 USD,2768.09 USD
2017-05-09,35,70.77 USD,2476.83 USD
2017-05-10,50,54.07 USD,2703.42 USD
2017-05-11,36,60.02 USD,2160.75 USD
2017-05-12,34,68.85 USD,2340.86 USD
2017-05-13,29,54.57 USD,1582.61 USD
2017-05-14,32,68.21 USD,2182.86 USD
2017-05-15,33,66.49 USD,2194.21 USD
2017-05-16,50,61.69 USD,3084.40 USD
2017-05-17,39,64.01 USD,2496.35 USD
2017-05-18,36,52.32 USD,1883.40 USD
2017-05-19,33,58.54 USD,1931.73 USD
2017-05-20,35,60.19 USD,2106.77 USD
2017-05-21,30,53.48 USD,1604.42 USD
2017-05-22,39,69.16 USD,2697.27 USD
2017-05-23,33,64.35 USD,2123.57 USD
2017-05-24,32,71.38 USD,2284.12 USD
2017-05-25,31,53.53 USD,1659.50 USD
2017-05-26,29,63.04 USD,1828.12 USD
2017-05-27,30,68.94 USD,2068.31 USD
2017-05-28,53,60.19 USD,3189.89 USD
2017-05-29,35,59.33 USD,2076.59 USD
2017-05-30,46,59.28 USD,2726.86 USD
2017-05-31,52,66.90 USD,3478.96 USD
2017-06-01,61,66.58 USD,4061.16 USD
2017-06-02,46,53.56 USD,2463.61 USD
2017-06-03,35,62.62 USD,2191.64 USD
2017-06-04,66,61.42 USD,4053.42 USD
2017-06-05,33,47.23 USD,1558.66 USD
2017-06-06,40,58.07 USD,2322.79 USD
2017-06-07,47,64.22 USD,3018.35 USD
2017-06-08,44,66.01 USD,2904.33 USD
2017-06-09,24,75.28 USD,1806.60 USD
2017-06-10,48,67.16 USD,3223.58 USD
2017-06-11,29,65.01 USD,1885.38 USD
2017-06-12,50,58.63 USD,2931.30 USD
2017-06-13,43,63.49 USD,2730.27 USD
2017-06-14,45,75.74 USD,3408.41 USD
2017-06-15,40,75.30 USD,3012.04 USD
2017-06-16,31,61.16 USD,1895.97 USD
2017-06-17,37,66.86 USD,2474.00 USD
2017-06-18,42,64.02 USD,2688.74 USD
2017-06-19,51,64.45 USD,3286.75 USD
2017-06-20,35,57.88 USD,2025.88 USD
2017-06-21,45,60.02 USD,2700.99 USD
2017-06-22,43,65.08 USD,2798.53 USD
2017-06-23,32,69.38 USD,2220.11 USD
2017-06-24,58,67.16 USD,3895.19 USD
2017-06-25,47,70.14 USD,3296.41 USD
2017-06-26,42,74.85 USD,3143.75 USD
2017-06-27,38,66.49 USD,2526.76 USD
2017-06-28,36,66.63 USD,2398.56 USD
2017-06-29,53,72.21 USD,3827.36 USD
2017-06-30,31,64.89 USD,2011.70 USD
2017-07-01,41,72.48 USD,2971.85 USD
2017-07-02,47,70.38 USD,3307.64 USD
2017-07-03,36,70.32 USD,2531.35 USD
2017-07-04,25,59.23 USD,1480.64 USD
2017-07-05,34,67.27 USD,2287.05 USD
2017-07-06,42,62.10 USD,2608.30 USD
2017-07-07,33,66.29 USD,2187.57 USD
2017-07-08,25,63.97 USD,1599.25 USD
2017-07-09,29,59.11 USD,1714.30 USD
2017-07-10,26,62.85 USD,1634.22 USD
2017-07-11,38,59.91 USD,2276.62 USD
2017-07-12,43,64.45 USD,2771.21 USD
2017-07-13,40,68.04 USD,2721.57 USD
2017-07-14,32,64.79 USD,2073.31 USD
2017-07-15,42,70.14 USD,2946.08 USD
2017-07-16,38,74.08 USD,2815.17 USD
2017-07-17,38,73.12 USD,2778.73 USD
2017-07-18,40,66.49 USD,2659.57 USD
2017-07-19,40,65.93 USD,2637.03 USD
2017-07-20,37,66.04 USD,2443.44 USD
2017-07-21,21,55.44 USD,1164.29 USD
2017-07-22,41,59.96 USD,2458.16 USD
2017-07-23,44,65.96 USD,2902.09 USD
2017-07-24,28,64.97 USD,1819.23 USD
2017-07-25,48,72.92 USD,3500.05 USD
2017-07-26,40,77.81 USD,3112.39 USD
2017-07-27,24,60.40 USD,1449.54 USD
2017-07-28,34,69.59 USD,2365.90 USD
2017-07-29,24,85.00 USD,2040.08 USD
2017-07-30,43,68.77 USD,2957.22 USD
2017-07-31,37,59.88 USD,2215.70 USD
2017-08-01,31,65.32 USD,2024.87 USD
2017-08-02,40,64.36 USD,2574.35 USD
2017-08-03,38,78.08 USD,2967.21 USD
2017-08-04,31,70.14 USD,2174.19 USD
2017-08-05,30,71.04 USD,2131.06 USD
2017-08-06,26,87.96 USD,2287.07 USD
2017-08-07,40,72.10 USD,2884.01 USD
2017-08-08,55,67.00 USD,3685.06 USD
2017-08-09,46,73.20 USD,3367.28 USD
2017-08-10,40,62.19 USD,2487.43 USD
2017-08-11,44,76.00 USD,3343.85 USD
2017-08-12,45,72.35 USD,3255.82 USD
2017-08-13,35,84.39 USD,2953.68 USD
2017-08-14,47,75.45 USD,3546.36 USD
2017-08-15,37,68.25 USD,2525.31 USD
2017-08-16,42,58.98 USD,2477.31 USD
2017-08-17,30,59.21 USD,1776.28 USD
2017-08-18,25,61.31 USD,1532.63 USD
2017-08-19,32,78.21 USD,2502.81 USD
2017-08-20,42,57.99 USD,2435.78 USD
2017-08-21,46,74.64 USD,3433.57 USD
2017-08-22,9,66.35 USD,597.19 USD
2017-08-23,34,71.89 USD,2444.17 USD
2017-08-24,27,74.81 USD,2019.90 USD
2017-08-25,19,69.46 USD,1319.65 USD
2017-08-26,29,62.18 USD,1803.24 USD
2017-08-27,36,72.76 USD,2619.43 USD
2017-08-28,40,67.52 USD,2700.98 USD
2017-08-29,42,70.88 USD,2977.06 USD
2017-08-30,33,64.73 USD,2135.94 USD
2017-08-31,31,58.46 USD,1812.26 USD
2017-09-01,24,83.32 USD,1999.65 USD
2017-09-02,24,77.49 USD,1859.82 USD
2017-09-03,36,71.39 USD,2570.21 USD
2017-09-04,46,78.48 USD,3610.17 USD
2017-09-05,48,71.97 USD,3454.32 USD
2017-09-06,36,70.46 USD,2536.39 USD
2017-09-07,45,73.99 USD,3329.42 USD
2017-09-08,26,68.36 USD,1777.48 USD
2017-09-09,21,66.59 USD,1398.46 USD
2017-09-10,33,74.66 USD,2463.70 USD
2017-09-11,36,71.51 USD,2574.40 USD
2017-09-12,40,62.45 USD,2497.84 USD
2017-09-13,42,66.57 USD,2795.75 USD
2017-09-14,29,72.93 USD,2114.86 USD
2017-09-15,22,72.13 USD,1586.79 USD
2017-09-16,35,75.92 USD,2657.17 USD
2017-09-17,32,72.59 USD,2322.87 USD
2017-09-18,28,61.48 USD,1721.47 USD
2017-09-19,34,68.49 USD,2328.69 USD
2017-09-20,29,68.75 USD,1993.64 USD
2017-09-21,52,87.17 USD,4532.65 USD
2017-09-22,22,74.02 USD,1628.34 USD
2017-09-23,29,60.71 USD,1760.70 USD
2017-09-24,22,80.01 USD,1760.28 USD
2017-09-25,37,72.23 USD,2672.60 USD
2017-09-26,23,74.82 USD,1720.76 USD
2017-09-27,25,58.01 USD,1450.23 USD
2017-09-28,31,59.37 USD,1840.38 USD
2017-09-29,28,71.67 USD,2006.84 USD
2017-09-30,20,58.68 USD,1173.68 USD
2017-10-01,30,65.50 USD,1965.05 USD
2017-10-02,35,54.74 USD,1915.76 USD
2017-10-03,25,71.42 USD,1785.52 USD
2017-10-04,33,75.50 USD,2491.54 USD
2017-10-05,35,67.54 USD,2363.93 USD
2017-10-06,30,78.68 USD,2360.48 USD
2017-10-07,29,63.18 USD,1832.30 USD
2017-10-08,31,66.21 USD,2052.66 USD
2017-10-09,28,66.30 USD,1856.40 USD
2017-10-10,30,56.73 USD,1701.80 USD
2017-10-11,29,59.51 USD,1725.74 USD
2017-10-12,22,54.95 USD,1208.91 USD
2017-10-13,26,65.14 USD,1693.65 USD
2017-10-14,37,63.59 USD,2352.97 USD
2017-10-15,35,65.64 USD,2297.51 USD
2017-10-16,48,69.43 USD,3332.81 USD
2017-10-17,52,66.39 USD,3452.22 USD
2017-10-18,42,64.97 USD,2728.53 USD
2017-10-19,51,71.71 USD,3657.43 USD
2017-10-20,38,60.32 USD,2292.33 USD
2017-10-21,41,66.07 USD,2709.04 USD
2017-10-22,54,63.27 USD,3416.36 USD
2017-10-23,43,66.45 USD,2857.25 USD
2017-10-24,41,65.41 USD,2681.81 USD
2017-10-25,33,67.38 USD,2223.57 USD
2017-10-26,34,70.38 USD,2392.82 USD
2017-10-27,24,64.86 USD,1556.75 USD
2017-10-28,19,62.93 USD,1195.73 USD
2017-10-29,29,65.25 USD,1892.27 USD
2017-10-30,25,67.26 USD,1681.56 USD
2017-10-31,36,63.75 USD,2294.99 USD
2017-11-01,31,61.39 USD,1903.24 USD
2017-11-02,35,66.49 USD,2327.14 USD
2017-11-03,29,67.77 USD,1965.29 USD
2017-11-04,29,72.78 USD,2110.59 USD
2017-11-05,26,68.08 USD,1770.12 USD
2017-11-06,26,73.70 USD,1916.17 USD
2017-11-07,42,74.18 USD,3115.42 USD
2017-11-08,36,61.39 USD,2210.06 USD
2017-11-09,26,63.36 USD,1647.37 USD
2017-11-10,32,71.16 USD,2277.07 USD
2017-11-11,31,68.27 USD,2116.41 USD
2017-11-12,32,63.62 USD,2035.80 USD
2017-11-13,43,67.43 USD,2899.69 USD
2017-11-14,26,74.90 USD,1947.49 USD
2017-11-15,37,64.34 USD,2380.51 USD
2017-11-16,44,54.25 USD,2386.92 USD
2017-11-17,35,64.70 USD,2264.51 USD
2017-11-18,34,76.26 USD,2592.77 USD
2017-11-19,36,68.37 USD,2461.44 USD
2017-11-20,32,61.66 USD,1973.27 USD
2017-11-21,29,57.12 USD,1656.46 USD
2017-11-22,30,59.77 USD,1793.06 USD
2017-11-23,24,67.70 USD,1624.68 USD
2017-11-24,37,73.11 USD,2705.04 USD
2017-11-25,22,62.99 USD,1385.82 USD
2017-11-26,27,65.74 USD,1774.85 USD
2017-11-27,35,68.91 USD,2411.68 USD
2017-11-28,35,56.28 USD,1969.63 USD
2017-11-29,28,69.28 USD,1939.82 USD
2017-11-30,24,67.90 USD,1629.62 USD
2017-12-01,40,62.93 USD,2517.19 USD
2017-12-02,25,64.42 USD,1610.59 USD
2017-12-03,30,68.21 USD,2046.43 USD
2017-12-04,48,69.64 USD,3342.79 USD
2017-12-05,34,72.39 USD,2461.42 USD
2017-12-06,35,70.85 USD,2479.84 USD
2017-12-07,27,61.75 USD,1667.31 USD
2017-12-08,34,60.35 USD,2052.01 USD
2017-12-09,26,72.24 USD,1878.27 USD
2017-12-10,32,67.21 USD,2150.65 USD
2017-12-11,30,63.92 USD,1917.65 USD
2017-12-12,39,59.38 USD,2315.94 USD
2017-12-13,29,64.62 USD,1874.12 USD
2017-12-14,36,76.32 USD,2747.65 USD
2017-12-15,28,72.11 USD,2019.04 USD
2017-12-16,20,84.46 USD,1689.12 USD
2017-12-17,23,84.17 USD,1935.91 USD
2017-12-18,17,66.54 USD,1131.17 USD
2017-12-19,14,62.51 USD,875.17 USD
2017-12-20,19,84.57 USD,1606.76 USD
2017-12-21,12,58.19 USD,698.24 USD
2017-12-22,14,56.00 USD,784.01 USD
2017-12-23,17,64.20 USD,1091.44 USD
2017-12-24,14,80.45 USD,1126.35 USD
2017-12-25,39,73.36 USD,2860.98 USD
2017-12-26,43,68.14 USD,2930.16 USD
2017-12-27,36,75.78 USD,2728.12 USD
2017-12-28,38,70.08 USD,2663.21 USD
2017-12-29,25,74.08 USD,1851.94 USD
2017-12-30,27,65.94 USD,1780.45 USD
2017-12-31,16,64.81 USD,1036.88 USD
2018-01-01,22,65.72 USD,1445.93 USD
2018-01-02,36,76.72 USD,2762.04 USD
2018-01-03,46,67.68 USD,3113.07 USD
2018-01-04,35,65.90 USD,2306.35 USD
2018-01-05,39,63.48 USD,2475.87 USD
2018-01-06,28,73.20 USD,2049.53 USD
2018-01-07,37,75.65 USD,2798.94 USD
2018-01-08,40,78.23 USD,3129.27 USD
2018-01-09,38,69.54 USD,2642.42 USD
2018-01-10,33,66.27 USD,2186.96 USD
2018-01-11,29,74.75 USD,2167.68 USD
2018-01-12,30,64.69 USD,1940.72 USD
2018-01-13,30,69.88 USD,2096.47 USD
2018-01-14,43,70.50 USD,3031.68 USD
2018-01-15,40,63.24 USD,2529.58 USD
2018-01-16,35,73.73 USD,2580.60 USD
2018-01-17,32,72.26 USD,2312.19 USD
2018-01-18,42,77.77 USD,3266.52 USD
2018-01-19,60,62.40 USD,3743.98 USD
2018-01-20,26,59.06 USD,1535.61 USD
2018-01-21,29,65.27 USD,1892.85 USD
2018-01-22,43,69.63 USD,2994.11 USD
2018-01-23,33,61.14 USD,2017.50 USD
2018-01-24,35,71.04 USD,2486.25 USD
2018-01-25,22,70.26 USD,1545.79 USD
2018-01-26,22,62.09 USD,1365.97 USD
2018-01-27,16,74.40 USD,1190.32 USD
2018-01-28,38,66.36 USD,2521.60 USD
2018-01-29,40,67.54 USD,2701.61 USD
2018-01-30,33,70.00 USD,2309.88 USD
2018-01-31,34,68.37 USD,2324.67 USD
2018-02-01,23,70.42 USD,1619.61 USD
2018-02-02,25,67.00 USD,1674.92 USD
2018-02-03,27,66.80 USD,1803.58 USD
2018-02-04,28,72.68 USD,2035.05 USD
2018-02-05,29,68.58 USD,1988.76 USD
2018-02-06,24,74.96 USD,1799.02 USD
2018-02-07,32,62.56 USD,2001.85 USD
2018-02-08,29,68.04 USD,1973.29 USD
2018-02-09,19,66.88 USD,1270.65 USD
2018-02-10,17,65.03 USD,1105.55 USD
2018-02-11,38,69.62 USD,2645.40 USD
2018-02-12,27,64.03 USD,1728.83 USD
2018-02-13,26,68.21 USD,1773.45 USD
2018-02-14,30,75.47 USD,2264.01 USD
2018-02-15,33,75.91 USD,2505.02 USD
2018-02-16,20,71.11 USD,1422.28 USD
2018-02-17,22,76.01 USD,1672.28 USD
2018-02-18,19,72.12 USD,1370.30 USD
2018-02-19,28,67.92 USD,1901.62 USD
2018-02-20,39,61.36 USD,2393.17 USD
2018-02-21,24,66.31 USD,1591.54 USD
2018-02-22,27,63.37 USD,1711.06 USD
2018-02-23,24,67.91 USD,1629.73 USD
2018-02-24,33,63.34 USD,2090.37 USD
2018-02-25,25,68.84 USD,1721.03 USD
2018-02-26,25,48.24 USD,1206.09 USD
2018-02-27,33,68.78 USD,2269.81 USD
2018-02-28,23,75.85 USD,1744.64 USD
2018-03-01,30,67.91 USD,2037.22 USD
2018-03-02,22,70.09 USD,1541.95 USD
2018-03-03,18,65.51 USD,1179.17 USD
2018-03-04,33,72.99 USD,2408.64 USD
2018-03-05,34,77.81 USD,2645.54 USD
2018-03-06,29,71.90 USD,2085.15 USD
2018-03-07,33,74.07 USD,2444.43 USD
2018-03-08,29,68.09 USD,1974.68 USD
2018-03-09,6,75.24 USD,451.44 USD
2018-03-10,28,71.44 USD,2000.29 USD
2018-03-11,26,65.93 USD,1714.20 USD
2018-03-12,38,67.93 USD,2581.37 USD
